method_id,family_short,dataset_id,perturbation_axis,score
IVIS,metric,de_0.4,de_strength,0.7388421052631579
pCMF,linear,de_0.4,de_strength,0.2206315789473683
scGAE,deep,de_0.4,de_strength,0.3283684210526315
scGBM,linear,de_0.4,de_strength,0.6931578947368421
scScope,deep,de_0.4,de_strength,0.3387368421052632
scvis,deep,de_0.4,de_strength,0.2274210526315789
tGPLVM,linear,de_0.4,de_strength,0.7107894736842105
DRA,deep,de_0.6,de_strength,0.2501052631578948
DREAM,deep,de_0.6,de_strength,0.7153157894736841
EDGE,graph,de_0.6,de_strength,0.7417894736842106
GLMPCA,linear,de_0.6,de_strength,0.7355263157894737
PCA,linear,de_0.6,de_strength,0.7822105263157896
PHATE,graph,de_0.6,de_strength,0.8121052631578948
PaCMAP,metric,de_0.6,de_strength,0.2704210526315789
SAUCIE,deep,de_0.6,de_strength,0.2291578947368421
SCDRHA,deep,de_0.6,de_strength,0.6958947368421055
SIMLR,graph,de_0.6,de_strength,0.7647368421052633
SPDR,graph,de_0.6,de_strength,0.7785789473684211
SQuaD-MDS,metric,de_0.6,de_strength,0.6332105263157896
SSNMDI,linear,de_0.6,de_strength,0.2193684210526315
t-SNE,metric,de_0.6,de_strength,0.7251578947368421
TriMap,metric,de_0.6,de_strength,0.8196842105263157
UMAP,graph,de_0.6,de_strength,0.7753157894736842
VAE,deep,de_0.6,de_strength,0.7921578947368421
ZIFA,linear,de_0.6,de_strength,0.7831578947368422
IVIS,metric,de_0.6,de_strength,0.7677368421052632
pCMF,linear,de_0.6,de_strength,0.1973684210526315
scGAE,deep,de_0.6,de_strength,0.2639473684210526
scGBM,linear,de_0.6,de_strength,0.7372105263157894
scScope,deep,de_0.6,de_strength,0.7189473684210527
scvis,deep,de_0.6,de_strength,0.3118947368421052
tGPLVM,linear,de_0.6,de_strength,0.754157894736842
DRA,deep,de_0.8,de_strength,0.2303684210526316
DREAM,deep,de_0.8,de_strength,0.7719473684210527
EDGE,graph,de_0.8,de_strength,0.7393157894736843
GLMPCA,linear,de_0.8,de_strength,0.7530526315789473
PCA,linear,de_0.8,de_strength,0.7926315789473684
PHATE,graph,de_0.8,de_strength,0.8243684210526316
PaCMAP,metric,de_0.8,de_strength,0.2692105263157894
SAUCIE,deep,de_0.8,de_strength,0.2677368421052632
SCDRHA,deep,de_0.8,de_strength,0.7881578947368422
SIMLR,graph,de_0.8,de_strength,0.7753684210526316
SPDR,graph,de_0.8,de_strength,0.7705789473684211
SQuaD-MDS,metric,de_0.8,de_strength,0.6759473684210526
SSNMDI,linear,de_0.8,de_strength,0.228578947368421
t-SNE,metric,de_0.8,de_strength,0.7355789473684211
TriMap,metric,de_0.8,de_strength,0.8184210526315789
UMAP,graph,de_0.8,de_strength,0.7475263157894737
VAE,deep,de_0.8,de_strength,0.742421052631579
ZIFA,linear,de_0.8,de_strength,0.8005263157894736
IVIS,metric,de_0.8,de_strength,0.7551578947368423
pCMF,linear,de_0.8,de_strength,0.5623157894736842
scGAE,deep,de_0.8,de_strength,0.7396315789473684
scGBM,linear,de_0.8,de_strength,0.7746842105263158
scScope,deep,de_0.8,de_strength,0.7545263157894736
scvis,deep,de_0.8,de_strength,0.7503684210526317
tGPLVM,linear,de_0.8,de_strength,0.7722105263157895
DRA,deep,de_1.0,de_strength,0.222
DREAM,deep,de_1.0,de_strength,0.7503157894736843
EDGE,graph,de_1.0,de_strength,0.773
GLMPCA,linear,de_1.0,de_strength,0.8120526315789476
PCA,linear,de_1.0,de_strength,0.8103157894736844
PHATE,graph,de_1.0,de_strength,0.8274736842105263
PaCMAP,metric,de_1.0,de_strength,0.2679999999999999
SAUCIE,deep,de_1.0,de_strength,0.2973684210526315
SCDRHA,deep,de_1.0,de_strength,0.783578947368421
SIMLR,graph,de_1.0,de_strength,0.7795263157894737
SPDR,graph,de_1.0,de_strength,0.773421052631579
SQuaD-MDS,metric,de_1.0,de_strength,0.7308947368421055
SSNMDI,linear,de_1.0,de_strength,0.2156315789473684
t-SNE,metric,de_1.0,de_strength,0.7437368421052631
TriMap,metric,de_1.0,de_strength,0.82
UMAP,graph,de_1.0,de_strength,0.7682631578947369
VAE,deep,de_1.0,de_strength,0.7857894736842105
ZIFA,linear,de_1.0,de_strength,0.807
IVIS,metric,de_1.0,de_strength,0.777263157894737
pCMF,linear,de_1.0,de_strength,0.6391052631578947
scGAE,deep,de_1.0,de_strength,0.6932105263157895
scGBM,linear,de_1.0,de_strength,0.8117894736842106
scScope,deep,de_1.0,de_strength,0.75
scvis,deep,de_1.0,de_strength,0.7741052631578947
tGPLVM,linear,de_1.0,de_strength,0.772578947368421
DRA,deep,out_0.1,out,0.2462631578947368
DREAM,deep,out_0.1,out,0.2578421052631578
EDGE,graph,out_0.1,out,0.666842105263158
GLMPCA,linear,out_0.1,out,0.6587368421052631
PCA,linear,out_0.1,out,0.6618421052631579
PHATE,graph,out_0.1,out,0.7092105263157895
PaCMAP,metric,out_0.1,out,0.259578947368421
SAUCIE,deep,out_0.1,out,0.1998421052631579
SCDRHA,deep,out_0.1,out,0.5614736842105262
SIMLR,graph,out_0.1,out,0.6814210526315789
SPDR,graph,out_0.1,out,0.6859473684210526
SQuaD-MDS,metric,out_0.1,out,0.499578947368421
SSNMDI,linear,out_0.1,out,0.2273684210526315
t-SNE,metric,out_0.1,out,0.6547894736842106
TriMap,metric,out_0.1,out,0.682842105263158
UMAP,graph,out_0.1,out,0.6986842105263158
VAE,deep,out_0.1,out,0.6516315789473682
ZIFA,linear,out_0.1,out,0.6625789473684212
IVIS,metric,out_0.1,out,0.2672631578947368
pCMF,linear,out_0.1,out,0.1839473684210526
scGAE,deep,out_0.1,out,0.2388421052631579
scGBM,linear,out_0.1,out,0.639
scScope,deep,out_0.1,out,0.2562631578947368
scvis,deep,out_0.1,out,0.2707894736842105
tGPLVM,linear,out_0.1,out,0.678
DRA,deep,out_0.2,out,0.2551578947368421
DREAM,deep,out_0.2,out,0.2753157894736841
EDGE,graph,out_0.2,out,0.6587894736842106
GLMPCA,linear,out_0.2,out,0.5806315789473684
PCA,linear,out_0.2,out,0.6749999999999998
PHATE,graph,out_0.2,out,0.7014210526315788
PaCMAP,metric,out_0.2,out,0.2738421052631579
SAUCIE,deep,out_0.2,out,0.2566842105263158
SCDRHA,deep,out_0.2,out,0.4656842105263158
SIMLR,graph,out_0.2,out,0.652
SPDR,graph,out_0.2,out,0.6692105263157895
SQuaD-MDS,metric,out_0.2,out,0.469
SSNMDI,linear,out_0.2,out,0.2151052631578947
t-SNE,metric,out_0.2,out,0.6974736842105264
TriMap,metric,out_0.2,out,0.7149473684210527
UMAP,graph,out_0.2,out,0.6908421052631578
VAE,deep,out_0.2,out,0.6470526315789474
ZIFA,linear,out_0.2,out,0.6652631578947368
IVIS,metric,out_0.2,out,0.3763157894736842
pCMF,linear,out_0.2,out,0.2303684210526315
scGAE,deep,out_0.2,out,0.2587894736842104
scGBM,linear,out_0.2,out,0.6104736842105264
scScope,deep,out_0.2,out,0.269578947368421
scvis,deep,out_0.2,out,0.189578947368421
tGPLVM,linear,out_0.2,out,0.6967368421052631
DRA,deep,out_0.3,out,0.2537894736842105
DREAM,deep,out_0.3,out,0.2634736842105262
EDGE,graph,out_0.3,out,0.6872631578947369
GLMPCA,linear,out_0.3,out,0.6541052631578949
PCA,linear,out_0.3,out,0.6719473684210526
PHATE,graph,out_0.3,out,0.7228421052631578
PaCMAP,metric,out_0.3,out,0.268578947368421
SAUCIE,deep,out_0.3,out,0.2556315789473683
SCDRHA,deep,out_0.3,out,0.5193157894736842
SIMLR,graph,out_0.3,out,0.6788421052631578
SPDR,graph,out_0.3,out,0.6863684210526316
SQuaD-MDS,metric,out_0.3,out,0.5111052631578946
SSNMDI,linear,out_0.3,out,0.2517894736842105
t-SNE,metric,out_0.3,out,0.6708421052631579
TriMap,metric,out_0.3,out,0.6927894736842106
UMAP,graph,out_0.3,out,0.7212105263157895
VAE,deep,out_0.3,out,0.6272105263157894
ZIFA,linear,out_0.3,out,0.6708421052631579
IVIS,metric,out_0.3,out,0.3335263157894736
pCMF,linear,out_0.3,out,0.2166315789473684
scGAE,deep,out_0.3,out,0.245157894736842
scGBM,linear,out_0.3,out,0.650157894736842
scScope,deep,out_0.3,out,0.2505789473684209
scvis,deep,out_0.3,out,0.2100526315789473
tGPLVM,linear,out_0.3,out,0.7068947368421052
DRA,deep,out_0.4,out,0.2183157894736842
DREAM,deep,out_0.4,out,0.2964736842105264
EDGE,graph,out_0.4,out,0.6925263157894737
GLMPCA,linear,out_0.4,out,0.6888421052631578
PCA,linear,out_0.4,out,0.6777368421052631
PHATE,graph,out_0.4,out,0.7114210526315791
PaCMAP,metric,out_0.4,out,0.274578947368421
SAUCIE,deep,out_0.4,out,0.2568421052631579
SCDRHA,deep,out_0.4,out,0.5587368421052631
SIMLR,graph,out_0.4,out,0.7436315789473684
SPDR,graph,out_0.4,out,0.6903157894736842
SQuaD-MDS,metric,out_0.4,out,0.5147894736842105
SSNMDI,linear,out_0.4,out,0.2238421052631579
t-SNE,metric,out_0.4,out,0.7123684210526315
TriMap,metric,out_0.4,out,0.7371578947368421
UMAP,graph,out_0.4,out,0.6958947368421053
VAE,deep,out_0.4,out,0.6699999999999999
ZIFA,linear,out_0.4,out,0.6860000000000002
IVIS,metric,out_0.4,out,0.5434736842105264
pCMF,linear,out_0.4,out,0.2172631578947368
scGAE,deep,out_0.4,out,0.2498421052631579
scGBM,linear,out_0.4,out,0.6612631578947369
scScope,deep,out_0.4,out,0.2672105263157894
scvis,deep,out_0.4,out,0.227578947368421
tGPLVM,linear,out_0.4,out,0.5733157894736842
DRA,deep,out_0.5,out,0.2569473684210526
DREAM,deep,out_0.5,out,0.3652631578947368
EDGE,graph,out_0.5,out,0.7284736842105263
GLMPCA,linear,out_0.5,out,0.6799473684210527
PCA,linear,out_0.5,out,0.692421052631579
PHATE,graph,out_0.5,out,0.7517894736842106
PaCMAP,metric,out_0.5,out,0.2646842105263158
SAUCIE,deep,out_0.5,out,0.2584210526315789
SCDRHA,deep,out_0.5,out,0.601894736842105
SIMLR,graph,out_0.5,out,0.6932105263157894
SPDR,graph,out_0.5,out,0.7238947368421054
SQuaD-MDS,metric,out_0.5,out,0.5177368421052633
SSNMDI,linear,out_0.5,out,0.2213684210526316
t-SNE,metric,out_0.5,out,0.6787368421052631
TriMap,metric,out_0.5,out,0.7649473684210527
UMAP,graph,out_0.5,out,0.7233157894736842
VAE,deep,out_0.5,out,0.714
ZIFA,linear,out_0.5,out,0.6738421052631579
IVIS,metric,out_0.5,out,0.6257368421052631
pCMF,linear,out_0.5,out,0.2090526315789473
scGAE,deep,out_0.5,out,0.2706315789473683
scGBM,linear,out_0.5,out,0.6750526315789473
scScope,deep,out_0.5,out,0.2659473684210526
scvis,deep,out_0.5,out,0.2290526315789474
tGPLVM,linear,out_0.5,out,0.7138947368421051
VASC,deep,cell_100,cell_number,0.3139999999999999
VASC,deep,cell_500,cell_number,0.2310666666666666
VASC,deep,cell_1k,cell_number,0.2743333333333334
VASC,deep,cell_5k,cell_number,0.264
VASC,deep,cell_1w,cell_number,0.2132666666666666
VASC,deep,cell_2w,cell_number,0.2282666666666667
VASC,deep,cell_3w,cell_number,0.2446
VASC,deep,gene_5k,gene_number,0.2648
VASC,deep,gene_2w,gene_number,0.2453333333333333
VASC,deep,gene_3w,gene_number,0.2374666666666667
VASC,deep,gene_4w,gene_number,0.2542
VASC,deep,gene_5w,gene_number,0.2988666666666667
VASC,deep,celltype_7,celltype_number,0.2081333333333333
VASC,deep,celltype_9,celltype_number,0.2498666666666666
VASC,deep,celltype_11,celltype_number,0.1912
VASC,deep,celltype_13,celltype_number,0.1962
VASC,deep,celltype_15,celltype_number,0.1980666666666666
VASC,deep,batch_2,batch_number,0.2704666666666667
VASC,deep,batch_4,batch_number,0.2902666666666667
VASC,deep,batch_6,batch_number,0.262
VASC,deep,batch_8,batch_number,0.2309333333333333
VASC,deep,batch_10,batch_number,0.2648666666666667
VASC,deep,batch_0.2,batch_strength,0.2418
VASC,deep,batch_0.4,batch_strength,0.3556666666666667
VASC,deep,batch_0.6,batch_strength,0.4126000000000001
VASC,deep,batch_0.8,batch_strength,0.4095333333333333
VASC,deep,batch_1.0,batch_strength,0.4127333333333333
VASC,deep,dropout_-1,dropout,0.2512666666666667
VASC,deep,dropout_0,dropout,0.2510666666666666
VASC,deep,dropout_1,dropout,0.2387999999999999
VASC,deep,dropout_2,dropout,0.2411333333333333
VASC,deep,dropout_3,dropout,0.2245333333333333
VASC,deep,de_prob_0.05,de_prob,0.2418
VASC,deep,de_prob_0.15,de_prob,0.2126
VASC,deep,de_prob_0.2,de_prob,0.2370666666666667
VASC,deep,de_prob_0.25,de_prob,0.216
VASC,deep,de_prob_0.3,de_prob,0.2455333333333333
VASC,deep,de_0.2,de_strength,0.2872666666666666
VASC,deep,de_0.4,de_strength,0.2650666666666667
VASC,deep,de_0.6,de_strength,0.2519333333333333
VASC,deep,de_0.8,de_strength,0.2278666666666667
VASC,deep,de_1.0,de_strength,0.2463333333333333
VASC,deep,out_0.1,out,0.2478666666666666
VASC,deep,out_0.2,out,0.2658666666666666
VASC,deep,out_0.3,out,0.2254666666666666
VASC,deep,out_0.4,out,0.2767333333333333
VASC,deep,out_0.5,out,0.2418666666666666
