method_raw,dataset_id,score,local_score,global_score,cluster_score,n_score_metrics,complete_score_inputs,source_layer,method_id,parent_method,perturbation_axis,perturbation_axis_label,axis_order,parameter_label,method_family,method_order,param_group,param_value,cells,genes,sparsity_pct,n_batches,n_groups,size_mb,score_available
PCA,batch_1.0,0.5579473684210526,0.6045555555555555,0.618,0.414,19,True,standard_metric_files,PCA,PCA,batch_strength,batch strength,5,1.0,linear/probabilistic,1.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
PHATE,batch_1.0,0.635842105263158,0.7091111111111111,0.6018,0.538,19,True,standard_metric_files,PHATE,PHATE,batch_strength,batch strength,5,1.0,graph/diffusion,19.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
PaCMAP,batch_1.0,0.3156842105263158,0.3555555555555555,0.43760000000000004,0.122,19,True,standard_metric_files,PaCMAP,PaCMAP,batch_strength,batch strength,5,1.0,metric/structure-aware,23.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
ParametricUMAP200,batch_1.0,0.6293684210526317,0.6591111111111111,0.7592000000000001,0.446,19,True,standard_metric_files,Parametric UMAP 200,UMAP,batch_strength,batch strength,5,1.0,graph/diffusion,17.2,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
ParametricUMAP50,batch_1.0,0.6272631578947369,0.6724444444444444,0.7332,0.44000000000000006,19,True,standard_metric_files,Parametric UMAP 50,UMAP,batch_strength,batch strength,5,1.0,graph/diffusion,17.1,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SAUCIE,batch_1.0,0.29726315789473673,0.3595555555555556,0.38639999999999997,0.096,19,True,standard_metric_files,SAUCIE,SAUCIE,batch_strength,batch strength,5,1.0,deep generative/autoencoder,11.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SCDRHA,batch_1.0,0.5680526315789475,0.5602222222222221,0.7662000000000001,0.384,19,True,standard_metric_files,SCDRHA,SCDRHA,batch_strength,batch strength,5,1.0,deep generative/autoencoder,13.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SIMLR,batch_1.0,0.6733684210526316,0.6995555555555555,0.8096,0.49000000000000005,19,True,standard_metric_files,SIMLR,SIMLR,batch_strength,batch strength,5,1.0,graph/diffusion,18.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SPDR,batch_1.0,0.6315263157894737,0.7242222222222221,0.5582,0.538,19,True,standard_metric_files,SPDR,SPDR,batch_strength,batch strength,5,1.0,graph/diffusion,21.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SQuaD_MDS,batch_1.0,0.4447368421052632,0.5171111111111111,0.5711999999999999,0.188,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,batch_strength,batch strength,5,1.0,metric/structure-aware,26.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SQuaD_MDS_hybrid,batch_1.0,0.5650526315789475,0.6442222222222223,0.6716,0.316,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,batch_strength,batch strength,5,1.0,metric/structure-aware,25.1,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
SSNMDI,batch_1.0,0.2848421052631579,0.37144444444444447,0.3198,0.094,19,True,standard_metric_files,SSNMDI,SSNMDI,batch_strength,batch strength,5,1.0,linear/probabilistic,6.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
TSNE,batch_1.0,0.5801578947368421,0.6948888888888889,0.5398,0.414,19,True,standard_metric_files,t-SNE,t-SNE,batch_strength,batch strength,5,1.0,metric/structure-aware,24.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
TriMap,batch_1.0,0.6169473684210527,0.7202222222222222,0.53,0.518,19,True,standard_metric_files,TriMap,TriMap,batch_strength,batch strength,5,1.0,metric/structure-aware,25.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
UMAP,batch_1.0,0.5880526315789474,0.6672222222222222,0.6155999999999999,0.418,19,True,standard_metric_files,UMAP,UMAP,batch_strength,batch strength,5,1.0,graph/diffusion,17.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
VAE,batch_1.0,0.5633157894736843,0.6809999999999999,0.5147999999999999,0.39999999999999997,19,True,standard_metric_files,VAE,VAE,batch_strength,batch strength,5,1.0,deep generative/autoencoder,8.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
ZIFA,batch_1.0,0.5446842105263159,0.6128888888888889,0.4646,0.502,19,True,standard_metric_files,ZIFA,ZIFA,batch_strength,batch strength,5,1.0,linear/probabilistic,4.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
ivis,batch_1.0,0.43689473684210517,0.4384444444444444,0.775,0.096,19,True,standard_metric_files,IVIS,IVIS,batch_strength,batch strength,5,1.0,metric/structure-aware,22.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
pCMF,batch_1.0,0.405578947368421,0.4454444444444445,0.6554,0.084,19,True,standard_metric_files,pCMF,pCMF,batch_strength,batch strength,5,1.0,linear/probabilistic,3.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
scGAE,batch_1.0,0.3830526315789473,0.4083333333333333,0.6066,0.11400000000000002,19,True,standard_metric_files,scGAE,scGAE,batch_strength,batch strength,5,1.0,deep generative/autoencoder,14.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
scGBM,batch_1.0,0.5500526315789473,0.5977777777777779,0.5862,0.42800000000000005,19,True,standard_metric_files,scGBM,scGBM,batch_strength,batch strength,5,1.0,linear/probabilistic,5.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
scScope,batch_1.0,0.40568421052631587,0.43799999999999994,0.6792,0.074,19,True,standard_metric_files,scScope,scScope,batch_strength,batch strength,5,1.0,deep generative/autoencoder,12.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
scvis,batch_1.0,0.5907894736842106,0.658888888888889,0.679,0.38,19,True,standard_metric_files,scvis,scvis,batch_strength,batch strength,5,1.0,deep generative/autoencoder,9.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
tGPLVM,batch_1.0,0.4463157894736842,0.43466666666666665,0.8215999999999999,0.092,19,True,standard_metric_files,tGPLVM,tGPLVM,batch_strength,batch strength,5,1.0,linear/probabilistic,7.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
DRA,dropout_-1,0.27221052631578946,0.317,0.3978,0.066,19,True,standard_metric_files,DRA,DRA,dropout,dropout,1,-1,deep generative/autoencoder,16.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
DREAM,dropout_-1,0.3013157894736842,0.35133333333333333,0.42060000000000003,0.092,19,True,standard_metric_files,DREAM,DREAM,dropout,dropout,1,-1,deep generative/autoencoder,15.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
EDGE,dropout_-1,0.644,0.6392222222222222,0.5326000000000001,0.764,19,True,standard_metric_files,EDGE,EDGE,dropout,dropout,1,-1,graph/diffusion,20.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
GLMPCA,dropout_-1,0.6313684210526316,0.6300000000000001,0.5212,0.7439999999999999,19,True,standard_metric_files,GLMPCA,GLMPCA,dropout,dropout,1,-1,linear/probabilistic,2.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
PCA,dropout_-1,0.6662105263157894,0.6405555555555555,0.49660000000000004,0.882,19,True,standard_metric_files,PCA,PCA,dropout,dropout,1,-1,linear/probabilistic,1.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
PHATE,dropout_-1,0.6977368421052631,0.6588888888888889,0.5014000000000001,0.9640000000000001,19,True,standard_metric_files,PHATE,PHATE,dropout,dropout,1,-1,graph/diffusion,19.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
PaCMAP,dropout_-1,0.2660526315789474,0.31222222222222223,0.263,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,dropout,dropout,1,-1,metric/structure-aware,23.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
ParametricUMAP200,dropout_-1,0.7078421052631579,0.6606666666666666,0.5646,0.9359999999999999,19,True,standard_metric_files,Parametric UMAP 200,UMAP,dropout,dropout,1,-1,graph/diffusion,17.2,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
ParametricUMAP50,dropout_-1,0.6898421052631579,0.6586666666666667,0.5018,0.9339999999999999,19,True,standard_metric_files,Parametric UMAP 50,UMAP,dropout,dropout,1,-1,graph/diffusion,17.1,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SAUCIE,dropout_-1,0.20852631578947373,0.26655555555555555,0.2226,0.09,19,True,standard_metric_files,SAUCIE,SAUCIE,dropout,dropout,1,-1,deep generative/autoencoder,11.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SCDRHA,dropout_-1,0.5368421052631579,0.6205555555555554,0.317,0.6060000000000001,19,True,standard_metric_files,SCDRHA,SCDRHA,dropout,dropout,1,-1,deep generative/autoencoder,13.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SIMLR,dropout_-1,0.6862631578947369,0.6462222222222223,0.4826,0.9620000000000001,19,True,standard_metric_files,SIMLR,SIMLR,dropout,dropout,1,-1,graph/diffusion,18.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SPDR,dropout_-1,0.7196842105263158,0.6746666666666666,0.5444,0.976,19,True,standard_metric_files,SPDR,SPDR,dropout,dropout,1,-1,graph/diffusion,21.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SQuaD_MDS,dropout_-1,0.4911052631578948,0.5074444444444445,0.6468,0.30600000000000005,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,dropout,dropout,1,-1,metric/structure-aware,26.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SQuaD_MDS_hybrid,dropout_-1,0.6197368421052631,0.6331111111111112,0.5234,0.692,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,dropout,dropout,1,-1,metric/structure-aware,25.1,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
SSNMDI,dropout_-1,0.21821052631578947,0.31,0.1492,0.122,19,True,standard_metric_files,SSNMDI,SSNMDI,dropout,dropout,1,-1,linear/probabilistic,6.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
TSNE,dropout_-1,0.6857368421052632,0.6713333333333333,0.42939999999999995,0.968,19,True,standard_metric_files,t-SNE,t-SNE,dropout,dropout,1,-1,metric/structure-aware,24.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
TriMap,dropout_-1,0.7296315789473683,0.6735555555555555,0.5862,0.974,19,True,standard_metric_files,TriMap,TriMap,dropout,dropout,1,-1,metric/structure-aware,25.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
UMAP,dropout_-1,0.6756315789473684,0.657888888888889,0.5012,0.882,19,True,standard_metric_files,UMAP,UMAP,dropout,dropout,1,-1,graph/diffusion,17.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
VAE,dropout_-1,0.619736842105263,0.6583333333333333,0.394,0.776,19,True,standard_metric_files,VAE,VAE,dropout,dropout,1,-1,deep generative/autoencoder,8.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
ZIFA,dropout_-1,0.6727894736842106,0.6437777777777778,0.4918,0.906,19,True,standard_metric_files,ZIFA,ZIFA,dropout,dropout,1,-1,linear/probabilistic,4.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
ivis,dropout_-1,0.525,0.5455555555555556,0.41899999999999993,0.594,19,True,standard_metric_files,IVIS,IVIS,dropout,dropout,1,-1,metric/structure-aware,22.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
pCMF,dropout_-1,0.23442105263157895,0.3056666666666667,0.2886,0.052000000000000005,19,True,standard_metric_files,pCMF,pCMF,dropout,dropout,1,-1,linear/probabilistic,3.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
scGAE,dropout_-1,0.248421052631579,0.3268888888888889,0.2596,0.096,19,True,standard_metric_files,scGAE,scGAE,dropout,dropout,1,-1,deep generative/autoencoder,14.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
scGBM,dropout_-1,0.6436842105263157,0.6212222222222221,0.5357999999999999,0.7919999999999999,19,True,standard_metric_files,scGBM,scGBM,dropout,dropout,1,-1,linear/probabilistic,5.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
scScope,dropout_-1,0.22452631578947363,0.30877777777777776,0.21939999999999998,0.078,19,True,standard_metric_files,scScope,scScope,dropout,dropout,1,-1,deep generative/autoencoder,12.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
scvis,dropout_-1,0.2738947368421052,0.29788888888888887,0.3406,0.164,19,True,standard_metric_files,scvis,scvis,dropout,dropout,1,-1,deep generative/autoencoder,9.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
tGPLVM,dropout_-1,0.6636842105263158,0.6511111111111111,0.37,0.9800000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,dropout,dropout,1,-1,linear/probabilistic,7.0,dropout,-1,2000.0,3000.0,54.7,1.0,5.0,61.0,True
DRA,dropout_0,0.2551052631578948,0.31877777777777777,0.3316,0.064,19,True,standard_metric_files,DRA,DRA,dropout,dropout,2,0,deep generative/autoencoder,16.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
DREAM,dropout_0,0.3127894736842105,0.4053333333333333,0.28900000000000003,0.17,19,True,standard_metric_files,DREAM,DREAM,dropout,dropout,2,0,deep generative/autoencoder,15.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
EDGE,dropout_0,0.5825263157894737,0.6047777777777779,0.511,0.6140000000000001,19,True,standard_metric_files,EDGE,EDGE,dropout,dropout,2,0,graph/diffusion,20.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
GLMPCA,dropout_0,0.6120000000000001,0.617,0.48900000000000005,0.7260000000000001,19,True,standard_metric_files,GLMPCA,GLMPCA,dropout,dropout,2,0,linear/probabilistic,2.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
PCA,dropout_0,0.6423684210526317,0.6263333333333334,0.5096,0.8039999999999999,19,True,standard_metric_files,PCA,PCA,dropout,dropout,2,0,linear/probabilistic,1.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
PHATE,dropout_0,0.694578947368421,0.6623333333333332,0.49720000000000003,0.95,19,True,standard_metric_files,PHATE,PHATE,dropout,dropout,2,0,graph/diffusion,19.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
PaCMAP,dropout_0,0.26921052631578946,0.3164444444444444,0.26739999999999997,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,dropout,dropout,2,0,metric/structure-aware,23.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
ParametricUMAP200,dropout_0,0.6877894736842104,0.661888888888889,0.5042,0.9179999999999999,19,True,standard_metric_files,Parametric UMAP 200,UMAP,dropout,dropout,2,0,graph/diffusion,17.2,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
ParametricUMAP50,dropout_0,0.6952105263157896,0.6616666666666666,0.5227999999999999,0.9279999999999999,19,True,standard_metric_files,Parametric UMAP 50,UMAP,dropout,dropout,2,0,graph/diffusion,17.1,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SAUCIE,dropout_0,0.23915789473684212,0.269,0.3306,0.094,19,True,standard_metric_files,SAUCIE,SAUCIE,dropout,dropout,2,0,deep generative/autoencoder,11.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SCDRHA,dropout_0,0.4306315789473684,0.5567777777777778,0.24220000000000003,0.39199999999999996,19,True,standard_metric_files,SCDRHA,SCDRHA,dropout,dropout,2,0,deep generative/autoencoder,13.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SIMLR,dropout_0,0.6863684210526316,0.6507777777777777,0.49079999999999996,0.9460000000000001,19,True,standard_metric_files,SIMLR,SIMLR,dropout,dropout,2,0,graph/diffusion,18.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SPDR,dropout_0,0.7221052631578948,0.6758888888888889,0.5513999999999999,0.976,19,True,standard_metric_files,SPDR,SPDR,dropout,dropout,2,0,graph/diffusion,21.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SQuaD_MDS,dropout_0,0.487263157894737,0.509888888888889,0.6277999999999999,0.30600000000000005,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,dropout,dropout,2,0,metric/structure-aware,26.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SQuaD_MDS_hybrid,dropout_0,0.6386842105263156,0.6409999999999999,0.5751999999999999,0.6980000000000001,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,dropout,dropout,2,0,metric/structure-aware,25.1,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
SSNMDI,dropout_0,0.21536842105263157,0.3113333333333333,0.13,0.128,19,True,standard_metric_files,SSNMDI,SSNMDI,dropout,dropout,2,0,linear/probabilistic,6.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
TSNE,dropout_0,0.6788947368421052,0.6737777777777778,0.41100000000000003,0.9560000000000001,19,True,standard_metric_files,t-SNE,t-SNE,dropout,dropout,2,0,metric/structure-aware,24.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
TriMap,dropout_0,0.7330526315789472,0.6735555555555555,0.5992,0.974,19,True,standard_metric_files,TriMap,TriMap,dropout,dropout,2,0,metric/structure-aware,25.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
UMAP,dropout_0,0.676157894736842,0.6587777777777778,0.5116,0.8720000000000001,19,True,standard_metric_files,UMAP,UMAP,dropout,dropout,2,0,graph/diffusion,17.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
VAE,dropout_0,0.6712105263157894,0.6593333333333334,0.5638,0.7999999999999999,19,True,standard_metric_files,VAE,VAE,dropout,dropout,2,0,deep generative/autoencoder,8.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
ZIFA,dropout_0,0.6756315789473684,0.6467777777777778,0.5031999999999999,0.9,19,True,standard_metric_files,ZIFA,ZIFA,dropout,dropout,2,0,linear/probabilistic,4.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
ivis,dropout_0,0.5208947368421054,0.5481111111111112,0.43079999999999996,0.562,19,True,standard_metric_files,IVIS,IVIS,dropout,dropout,2,0,metric/structure-aware,22.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
pCMF,dropout_0,0.21978947368421048,0.31255555555555553,0.24459999999999998,0.028000000000000004,19,True,standard_metric_files,pCMF,pCMF,dropout,dropout,2,0,linear/probabilistic,3.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
scGAE,dropout_0,0.2807894736842105,0.35655555555555557,0.32920000000000005,0.096,19,True,standard_metric_files,scGAE,scGAE,dropout,dropout,2,0,deep generative/autoencoder,14.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
scGBM,dropout_0,0.6331052631578947,0.6224444444444445,0.49539999999999995,0.7899999999999999,19,True,standard_metric_files,scGBM,scGBM,dropout,dropout,2,0,linear/probabilistic,5.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
scScope,dropout_0,0.3288947368421054,0.389,0.4196,0.13000000000000003,19,True,standard_metric_files,scScope,scScope,dropout,dropout,2,0,deep generative/autoencoder,12.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
scvis,dropout_0,0.3063157894736842,0.297,0.45940000000000003,0.17,19,True,standard_metric_files,scvis,scvis,dropout,dropout,2,0,deep generative/autoencoder,9.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
tGPLVM,dropout_0,0.5629473684210528,0.5592222222222222,0.40259999999999996,0.7299999999999999,19,True,standard_metric_files,tGPLVM,tGPLVM,dropout,dropout,2,0,linear/probabilistic,7.0,dropout,0,2000.0,3000.0,62.2,1.0,5.0,55.0,True
DRA,dropout_1,0.27121052631578946,0.31055555555555553,0.4056,0.066,19,True,standard_metric_files,DRA,DRA,dropout,dropout,3,1,deep generative/autoencoder,16.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
DREAM,dropout_1,0.32078947368421046,0.4032222222222222,0.32720000000000005,0.166,19,True,standard_metric_files,DREAM,DREAM,dropout,dropout,3,1,deep generative/autoencoder,15.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
EDGE,dropout_1,0.5746842105263157,0.6080000000000001,0.41739999999999994,0.672,19,True,standard_metric_files,EDGE,EDGE,dropout,dropout,3,1,graph/diffusion,20.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
GLMPCA,dropout_1,0.6444736842105263,0.6343333333333333,0.5132,0.7939999999999999,19,True,standard_metric_files,GLMPCA,GLMPCA,dropout,dropout,3,1,linear/probabilistic,2.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
PCA,dropout_1,0.6243157894736842,0.6171111111111112,0.4896,0.772,19,True,standard_metric_files,PCA,PCA,dropout,dropout,3,1,linear/probabilistic,1.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
PHATE,dropout_1,0.6837894736842106,0.6568888888888889,0.48199999999999993,0.9339999999999999,19,True,standard_metric_files,PHATE,PHATE,dropout,dropout,3,1,graph/diffusion,19.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
PaCMAP,dropout_1,0.2754736842105263,0.31233333333333335,0.3006,0.184,19,True,standard_metric_files,PaCMAP,PaCMAP,dropout,dropout,3,1,metric/structure-aware,23.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
ParametricUMAP200,dropout_1,0.6810526315789472,0.6601111111111111,0.5038,0.8959999999999999,19,True,standard_metric_files,Parametric UMAP 200,UMAP,dropout,dropout,3,1,graph/diffusion,17.2,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
ParametricUMAP50,dropout_1,0.6775263157894735,0.6588888888888889,0.4906,0.898,19,True,standard_metric_files,Parametric UMAP 50,UMAP,dropout,dropout,3,1,graph/diffusion,17.1,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SAUCIE,dropout_1,0.2320526315789474,0.28611111111111115,0.2828,0.08399999999999999,19,True,standard_metric_files,SAUCIE,SAUCIE,dropout,dropout,3,1,deep generative/autoencoder,11.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SCDRHA,dropout_1,0.2896842105263157,0.39099999999999996,0.28500000000000003,0.11200000000000002,19,True,standard_metric_files,SCDRHA,SCDRHA,dropout,dropout,3,1,deep generative/autoencoder,13.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SIMLR,dropout_1,0.6514736842105263,0.6544444444444444,0.4116000000000001,0.8859999999999999,19,True,standard_metric_files,SIMLR,SIMLR,dropout,dropout,3,1,graph/diffusion,18.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SPDR,dropout_1,0.7009473684210527,0.6725555555555557,0.47700000000000004,0.976,19,True,standard_metric_files,SPDR,SPDR,dropout,dropout,3,1,graph/diffusion,21.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SQuaD_MDS,dropout_1,0.4774736842105264,0.5155555555555555,0.5804,0.30600000000000005,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,dropout,dropout,3,1,metric/structure-aware,26.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SQuaD_MDS_hybrid,dropout_1,0.6123684210526317,0.6364444444444445,0.49939999999999996,0.682,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,dropout,dropout,3,1,metric/structure-aware,25.1,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
SSNMDI,dropout_1,0.257578947368421,0.31066666666666665,0.29159999999999997,0.128,19,True,standard_metric_files,SSNMDI,SSNMDI,dropout,dropout,3,1,linear/probabilistic,6.0,dropout,1,2000.0,3000.0,71.2,1.0,5.0,47.0,True
