method_raw,dataset_id,score,local_score,global_score,cluster_score,n_score_metrics,complete_score_inputs,source_layer,method_id,parent_method,perturbation_axis,perturbation_axis_label,axis_order,parameter_label,method_family,method_order,param_group,param_value,cells,genes,sparsity_pct,n_batches,n_groups,size_mb,score_available
SPDR,batch_0.2,0.5998947368421054,0.7305555555555556,0.4286,0.536,19,True,standard_metric_files,SPDR,SPDR,batch_strength,batch strength,1,0.2,graph/diffusion,21.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
SQuaD_MDS,batch_0.2,0.4742631578947369,0.5496666666666666,0.5548,0.258,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,batch_strength,batch strength,1,0.2,metric/structure-aware,26.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
SQuaD_MDS_hybrid,batch_0.2,0.578,0.6992222222222222,0.5237999999999999,0.414,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,batch_strength,batch strength,1,0.2,metric/structure-aware,25.1,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
SSNMDI,batch_0.2,0.24126315789473682,0.35511111111111116,0.17360000000000003,0.10400000000000001,19,True,standard_metric_files,SSNMDI,SSNMDI,batch_strength,batch strength,1,0.2,linear/probabilistic,6.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
TSNE,batch_0.2,0.5978421052631578,0.7200000000000001,0.4558,0.52,19,True,standard_metric_files,t-SNE,t-SNE,batch_strength,batch strength,1,0.2,metric/structure-aware,24.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
TriMap,batch_0.2,0.6473157894736843,0.7375555555555555,0.6042,0.5279999999999999,19,True,standard_metric_files,TriMap,TriMap,batch_strength,batch strength,1,0.2,metric/structure-aware,25.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
UMAP,batch_0.2,0.6206315789473683,0.7193333333333334,0.5616000000000001,0.502,19,True,standard_metric_files,UMAP,UMAP,batch_strength,batch strength,1,0.2,graph/diffusion,17.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
VAE,batch_0.2,0.595,0.7252222222222221,0.4896,0.466,19,True,standard_metric_files,VAE,VAE,batch_strength,batch strength,1,0.2,deep generative/autoencoder,8.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
ZIFA,batch_0.2,0.5591052631578948,0.6236666666666667,0.44799999999999995,0.554,19,True,standard_metric_files,ZIFA,ZIFA,batch_strength,batch strength,1,0.2,linear/probabilistic,4.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
ivis,batch_0.2,0.5226315789473684,0.5693333333333332,0.5992,0.362,19,True,standard_metric_files,IVIS,IVIS,batch_strength,batch strength,1,0.2,metric/structure-aware,22.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
pCMF,batch_0.2,0.25015789473684213,0.30966666666666665,0.33520000000000005,0.057999999999999996,19,True,standard_metric_files,pCMF,pCMF,batch_strength,batch strength,1,0.2,linear/probabilistic,3.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
scGAE,batch_0.2,0.33531578947368423,0.38822222222222225,0.4774,0.098,19,True,standard_metric_files,scGAE,scGAE,batch_strength,batch strength,1,0.2,deep generative/autoencoder,14.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
scGBM,batch_0.2,0.5795263157894737,0.6253333333333333,0.5686,0.508,19,True,standard_metric_files,scGBM,scGBM,batch_strength,batch strength,1,0.2,linear/probabilistic,5.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
scScope,batch_0.2,0.3366842105263157,0.4321111111111111,0.41559999999999997,0.08600000000000001,19,True,standard_metric_files,scScope,scScope,batch_strength,batch strength,1,0.2,deep generative/autoencoder,12.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
scvis,batch_0.2,0.3109473684210526,0.34400000000000003,0.4544,0.10800000000000001,19,True,standard_metric_files,scvis,scvis,batch_strength,batch strength,1,0.2,deep generative/autoencoder,9.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
tGPLVM,batch_0.2,0.5152105263157895,0.5886666666666667,0.44020000000000004,0.458,19,True,standard_metric_files,tGPLVM,tGPLVM,batch_strength,batch strength,1,0.2,linear/probabilistic,7.0,batch,0.2,2000.0,3000.0,46.5,2.0,5.0,68.0,True
DRA,batch_0.4,0.2244210526315789,0.31233333333333335,0.2246,0.066,19,True,standard_metric_files,DRA,DRA,batch_strength,batch strength,2,0.4,deep generative/autoencoder,16.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
DREAM,batch_0.4,0.39168421052631586,0.43300000000000005,0.635,0.074,19,True,standard_metric_files,DREAM,DREAM,batch_strength,batch strength,2,0.4,deep generative/autoencoder,15.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
EDGE,batch_0.4,0.5627368421052632,0.6717777777777779,0.5592,0.36999999999999994,19,True,standard_metric_files,EDGE,EDGE,batch_strength,batch strength,2,0.4,graph/diffusion,20.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
GLMPCA,batch_0.4,0.40031578947368424,0.43988888888888883,0.6314,0.098,19,True,standard_metric_files,GLMPCA,GLMPCA,batch_strength,batch strength,2,0.4,linear/probabilistic,2.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
PCA,batch_0.4,0.6032631578947368,0.6248888888888888,0.6416,0.526,19,True,standard_metric_files,PCA,PCA,batch_strength,batch strength,2,0.4,linear/probabilistic,1.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
PHATE,batch_0.4,0.6447368421052633,0.7165555555555555,0.6182000000000001,0.542,19,True,standard_metric_files,PHATE,PHATE,batch_strength,batch strength,2,0.4,graph/diffusion,19.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
PaCMAP,batch_0.4,0.2864736842105263,0.35622222222222216,0.32339999999999997,0.124,19,True,standard_metric_files,PaCMAP,PaCMAP,batch_strength,batch strength,2,0.4,metric/structure-aware,23.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
ParametricUMAP200,batch_0.4,0.6465789473684209,0.6996666666666665,0.6976,0.5,19,True,standard_metric_files,Parametric UMAP 200,UMAP,batch_strength,batch strength,2,0.4,graph/diffusion,17.2,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
ParametricUMAP50,batch_0.4,0.6416315789473682,0.7106666666666668,0.675,0.484,19,True,standard_metric_files,Parametric UMAP 50,UMAP,batch_strength,batch strength,2,0.4,graph/diffusion,17.1,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SAUCIE,batch_0.4,0.28705263157894734,0.3635555555555555,0.3384,0.098,19,True,standard_metric_files,SAUCIE,SAUCIE,batch_strength,batch strength,2,0.4,deep generative/autoencoder,11.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SCDRHA,batch_0.4,0.4206842105263158,0.5012222222222222,0.5843999999999999,0.11200000000000002,19,True,standard_metric_files,SCDRHA,SCDRHA,batch_strength,batch strength,2,0.4,deep generative/autoencoder,13.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SIMLR,batch_0.4,0.6498947368421052,0.7175555555555556,0.638,0.54,19,True,standard_metric_files,SIMLR,SIMLR,batch_strength,batch strength,2,0.4,graph/diffusion,18.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SPDR,batch_0.4,0.629157894736842,0.7216666666666666,0.49379999999999996,0.598,19,True,standard_metric_files,SPDR,SPDR,batch_strength,batch strength,2,0.4,graph/diffusion,21.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SQuaD_MDS,batch_0.4,0.4651052631578948,0.544111111111111,0.5439999999999999,0.244,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,batch_strength,batch strength,2,0.4,metric/structure-aware,26.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SQuaD_MDS_hybrid,batch_0.4,0.5691052631578949,0.6836666666666668,0.5599999999999999,0.372,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,batch_strength,batch strength,2,0.4,metric/structure-aware,25.1,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
SSNMDI,batch_0.4,0.26426315789473687,0.3640000000000001,0.23699999999999996,0.11200000000000002,19,True,standard_metric_files,SSNMDI,SSNMDI,batch_strength,batch strength,2,0.4,linear/probabilistic,6.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
TSNE,batch_0.4,0.630684210526316,0.7252222222222222,0.5551999999999999,0.536,19,True,standard_metric_files,t-SNE,t-SNE,batch_strength,batch strength,2,0.4,metric/structure-aware,24.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
TriMap,batch_0.4,0.6406842105263157,0.732,0.575,0.542,19,True,standard_metric_files,TriMap,TriMap,batch_strength,batch strength,2,0.4,metric/structure-aware,25.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
UMAP,batch_0.4,0.6080526315789473,0.7077777777777778,0.5666,0.4699999999999999,19,True,standard_metric_files,UMAP,UMAP,batch_strength,batch strength,2,0.4,graph/diffusion,17.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
VAE,batch_0.4,0.5849473684210524,0.7131111111111111,0.5292,0.41,19,True,standard_metric_files,VAE,VAE,batch_strength,batch strength,2,0.4,deep generative/autoencoder,8.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
ZIFA,batch_0.4,0.5567368421052631,0.6057777777777777,0.5072,0.518,19,True,standard_metric_files,ZIFA,ZIFA,batch_strength,batch strength,2,0.4,linear/probabilistic,4.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
ivis,batch_0.4,0.42452631578947364,0.453,0.6738,0.12400000000000003,19,True,standard_metric_files,IVIS,IVIS,batch_strength,batch strength,2,0.4,metric/structure-aware,22.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
pCMF,batch_0.4,0.39652631578947367,0.43833333333333324,0.6098,0.10800000000000001,19,True,standard_metric_files,pCMF,pCMF,batch_strength,batch strength,2,0.4,linear/probabilistic,3.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
scGAE,batch_0.4,0.3437368421052632,0.40222222222222226,0.4902,0.092,19,True,standard_metric_files,scGAE,scGAE,batch_strength,batch strength,2,0.4,deep generative/autoencoder,14.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
scGBM,batch_0.4,0.5828947368421054,0.6052222222222222,0.6396,0.48600000000000004,19,True,standard_metric_files,scGBM,scGBM,batch_strength,batch strength,2,0.4,linear/probabilistic,5.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
scScope,batch_0.4,0.3741052631578948,0.42800000000000005,0.5751999999999999,0.076,19,True,standard_metric_files,scScope,scScope,batch_strength,batch strength,2,0.4,deep generative/autoencoder,12.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
scvis,batch_0.4,0.5793684210526316,0.6654444444444445,0.6118,0.392,19,True,standard_metric_files,scvis,scvis,batch_strength,batch strength,2,0.4,deep generative/autoencoder,9.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
tGPLVM,batch_0.4,0.4923684210526316,0.540888888888889,0.6354,0.262,19,True,standard_metric_files,tGPLVM,tGPLVM,batch_strength,batch strength,2,0.4,linear/probabilistic,7.0,batch,0.4,2000.0,3000.0,49.0,2.0,5.0,66.0,True
DRA,batch_0.6,0.2220526315789474,0.3124444444444444,0.21739999999999998,0.064,19,True,standard_metric_files,DRA,DRA,batch_strength,batch strength,3,0.6,deep generative/autoencoder,16.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
DREAM,batch_0.6,0.4267368421052632,0.43588888888888894,0.755,0.08199999999999999,19,True,standard_metric_files,DREAM,DREAM,batch_strength,batch strength,3,0.6,deep generative/autoencoder,15.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
EDGE,batch_0.6,0.5782105263157895,0.6351111111111112,0.722,0.332,19,True,standard_metric_files,EDGE,EDGE,batch_strength,batch strength,3,0.6,graph/diffusion,20.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
GLMPCA,batch_0.6,0.4523684210526316,0.43100000000000005,0.8312000000000002,0.11200000000000002,19,True,standard_metric_files,GLMPCA,GLMPCA,batch_strength,batch strength,3,0.6,linear/probabilistic,2.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
PCA,batch_0.6,0.5767894736842105,0.6175555555555555,0.5862,0.49399999999999994,19,True,standard_metric_files,PCA,PCA,batch_strength,batch strength,3,0.6,linear/probabilistic,1.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
PHATE,batch_0.6,0.6647894736842105,0.7081111111111112,0.7136,0.538,19,True,standard_metric_files,PHATE,PHATE,batch_strength,batch strength,3,0.6,graph/diffusion,19.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
PaCMAP,batch_0.6,0.32873684210526316,0.35355555555555557,0.48880000000000007,0.124,19,True,standard_metric_files,PaCMAP,PaCMAP,batch_strength,batch strength,3,0.6,metric/structure-aware,23.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
ParametricUMAP200,batch_0.6,0.6381052631578947,0.6883333333333334,0.6978,0.488,19,True,standard_metric_files,Parametric UMAP 200,UMAP,batch_strength,batch strength,3,0.6,graph/diffusion,17.2,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
ParametricUMAP50,batch_0.6,0.6484736842105262,0.6915555555555556,0.7194,0.5,19,True,standard_metric_files,Parametric UMAP 50,UMAP,batch_strength,batch strength,3,0.6,graph/diffusion,17.1,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SAUCIE,batch_0.6,0.4014210526315789,0.41277777777777785,0.6783999999999999,0.10400000000000001,19,True,standard_metric_files,SAUCIE,SAUCIE,batch_strength,batch strength,3,0.6,deep generative/autoencoder,11.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SCDRHA,batch_0.6,0.6186315789473682,0.5822222222222222,0.8488,0.454,19,True,standard_metric_files,SCDRHA,SCDRHA,batch_strength,batch strength,3,0.6,deep generative/autoencoder,13.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SIMLR,batch_0.6,0.6119473684210527,0.7117777777777778,0.5402,0.5040000000000001,19,True,standard_metric_files,SIMLR,SIMLR,batch_strength,batch strength,3,0.6,graph/diffusion,18.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SPDR,batch_0.6,0.6158947368421054,0.7261111111111112,0.48339999999999994,0.55,19,True,standard_metric_files,SPDR,SPDR,batch_strength,batch strength,3,0.6,graph/diffusion,21.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SQuaD_MDS,batch_0.6,0.44821052631578945,0.5317777777777777,0.5279999999999999,0.21800000000000003,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,batch_strength,batch strength,3,0.6,metric/structure-aware,26.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SQuaD_MDS_hybrid,batch_0.6,0.5468947368421053,0.6503333333333334,0.6035999999999999,0.304,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,batch_strength,batch strength,3,0.6,metric/structure-aware,25.1,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
SSNMDI,batch_0.6,0.31352631578947365,0.37044444444444447,0.4306,0.094,19,True,standard_metric_files,SSNMDI,SSNMDI,batch_strength,batch strength,3,0.6,linear/probabilistic,6.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
TSNE,batch_0.6,0.615736842105263,0.7193333333333334,0.5509999999999999,0.49400000000000005,19,True,standard_metric_files,t-SNE,t-SNE,batch_strength,batch strength,3,0.6,metric/structure-aware,24.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
TriMap,batch_0.6,0.6181578947368421,0.7272222222222222,0.518,0.522,19,True,standard_metric_files,TriMap,TriMap,batch_strength,batch strength,3,0.6,metric/structure-aware,25.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
UMAP,batch_0.6,0.6465263157894737,0.6941111111111111,0.7514,0.45600000000000007,19,True,standard_metric_files,UMAP,UMAP,batch_strength,batch strength,3,0.6,graph/diffusion,17.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
VAE,batch_0.6,0.5767894736842106,0.6993333333333333,0.49499999999999994,0.438,19,True,standard_metric_files,VAE,VAE,batch_strength,batch strength,3,0.6,deep generative/autoencoder,8.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
ZIFA,batch_0.6,0.517263157894737,0.5941111111111111,0.4182,0.47800000000000004,19,True,standard_metric_files,ZIFA,ZIFA,batch_strength,batch strength,3,0.6,linear/probabilistic,4.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
ivis,batch_0.6,0.4534736842105263,0.4494444444444444,0.8082,0.10600000000000001,19,True,standard_metric_files,IVIS,IVIS,batch_strength,batch strength,3,0.6,metric/structure-aware,22.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
pCMF,batch_0.6,0.42415789473684207,0.4391111111111111,0.7333999999999999,0.08800000000000001,19,True,standard_metric_files,pCMF,pCMF,batch_strength,batch strength,3,0.6,linear/probabilistic,3.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
scGAE,batch_0.6,0.3577368421052631,0.399,0.5392,0.10200000000000001,19,True,standard_metric_files,scGAE,scGAE,batch_strength,batch strength,3,0.6,deep generative/autoencoder,14.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
scGBM,batch_0.6,0.5558947368421054,0.597111111111111,0.5676,0.47000000000000003,19,True,standard_metric_files,scGBM,scGBM,batch_strength,batch strength,3,0.6,linear/probabilistic,5.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
scScope,batch_0.6,0.41405263157894734,0.43422222222222223,0.7178,0.074,19,True,standard_metric_files,scScope,scScope,batch_strength,batch strength,3,0.6,deep generative/autoencoder,12.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
scvis,batch_0.6,0.49810526315789466,0.5337777777777777,0.5880000000000001,0.34400000000000003,19,True,standard_metric_files,scvis,scvis,batch_strength,batch strength,3,0.6,deep generative/autoencoder,9.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
tGPLVM,batch_0.6,0.45005263157894726,0.4411111111111111,0.8242,0.09200000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,batch_strength,batch strength,3,0.6,linear/probabilistic,7.0,batch,0.6,2000.0,3000.0,52.3,2.0,5.0,63.0,True
DRA,batch_0.8,0.242,0.31422222222222224,0.2819999999999999,0.072,19,True,standard_metric_files,DRA,DRA,batch_strength,batch strength,4,0.8,deep generative/autoencoder,16.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
DREAM,batch_0.8,0.4418947368421053,0.43077777777777787,0.8318000000000001,0.072,19,True,standard_metric_files,DREAM,DREAM,batch_strength,batch strength,4,0.8,deep generative/autoencoder,15.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
EDGE,batch_0.8,0.5256842105263158,0.5984444444444444,0.6524000000000001,0.26799999999999996,19,True,standard_metric_files,EDGE,EDGE,batch_strength,batch strength,4,0.8,graph/diffusion,20.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
GLMPCA,batch_0.8,0.44447368421052635,0.45055555555555554,0.772,0.10600000000000001,19,True,standard_metric_files,GLMPCA,GLMPCA,batch_strength,batch strength,4,0.8,linear/probabilistic,2.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
PCA,batch_0.8,0.5633157894736843,0.6084444444444445,0.5913999999999999,0.454,19,True,standard_metric_files,PCA,PCA,batch_strength,batch strength,4,0.8,linear/probabilistic,1.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
PHATE,batch_0.8,0.6212631578947369,0.7083333333333334,0.6058,0.48,19,True,standard_metric_files,PHATE,PHATE,batch_strength,batch strength,4,0.8,graph/diffusion,19.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
PaCMAP,batch_0.8,0.32942105263157895,0.3526666666666667,0.485,0.132,19,True,standard_metric_files,PaCMAP,PaCMAP,batch_strength,batch strength,4,0.8,metric/structure-aware,23.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
ParametricUMAP200,batch_0.8,0.6361578947368421,0.6817777777777778,0.7182000000000001,0.4720000000000001,19,True,standard_metric_files,Parametric UMAP 200,UMAP,batch_strength,batch strength,4,0.8,graph/diffusion,17.2,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
ParametricUMAP50,batch_0.8,0.6290526315789474,0.6815555555555556,0.6836,0.4800000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,batch_strength,batch strength,4,0.8,graph/diffusion,17.1,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SAUCIE,batch_0.8,0.43789473684210517,0.419,0.7998,0.11000000000000001,19,True,standard_metric_files,SAUCIE,SAUCIE,batch_strength,batch strength,4,0.8,deep generative/autoencoder,11.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SCDRHA,batch_0.8,0.6092631578947368,0.5920000000000001,0.8036,0.446,19,True,standard_metric_files,SCDRHA,SCDRHA,batch_strength,batch strength,4,0.8,deep generative/autoencoder,13.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SIMLR,batch_0.8,0.6192105263157895,0.7067777777777776,0.5988,0.48200000000000004,19,True,standard_metric_files,SIMLR,SIMLR,batch_strength,batch strength,4,0.8,graph/diffusion,18.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SPDR,batch_0.8,0.6203157894736842,0.726,0.5084,0.542,19,True,standard_metric_files,SPDR,SPDR,batch_strength,batch strength,4,0.8,graph/diffusion,21.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SQuaD_MDS,batch_0.8,0.4451052631578948,0.5273333333333334,0.5462,0.196,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,batch_strength,batch strength,4,0.8,metric/structure-aware,26.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SQuaD_MDS_hybrid,batch_0.8,0.547578947368421,0.6623333333333333,0.5526,0.336,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,batch_strength,batch strength,4,0.8,metric/structure-aware,25.1,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
SSNMDI,batch_0.8,0.31431578947368416,0.37822222222222224,0.42160000000000003,0.092,19,True,standard_metric_files,SSNMDI,SSNMDI,batch_strength,batch strength,4,0.8,linear/probabilistic,6.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
TSNE,batch_0.8,0.5967894736842105,0.7157777777777777,0.5114,0.46799999999999997,19,True,standard_metric_files,t-SNE,t-SNE,batch_strength,batch strength,4,0.8,metric/structure-aware,24.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
TriMap,batch_0.8,0.6142631578947367,0.7231111111111113,0.5286000000000001,0.5040000000000001,19,True,standard_metric_files,TriMap,TriMap,batch_strength,batch strength,4,0.8,metric/structure-aware,25.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
UMAP,batch_0.8,0.5998947368421051,0.6805555555555556,0.6266,0.42800000000000005,19,True,standard_metric_files,UMAP,UMAP,batch_strength,batch strength,4,0.8,graph/diffusion,17.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
VAE,batch_0.8,0.5459473684210527,0.6897777777777778,0.395,0.438,19,True,standard_metric_files,VAE,VAE,batch_strength,batch strength,4,0.8,deep generative/autoencoder,8.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
ZIFA,batch_0.8,0.5158421052631579,0.5877777777777777,0.4282,0.47400000000000003,19,True,standard_metric_files,ZIFA,ZIFA,batch_strength,batch strength,4,0.8,linear/probabilistic,4.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
ivis,batch_0.8,0.4511052631578946,0.44999999999999996,0.8062000000000001,0.098,19,True,standard_metric_files,IVIS,IVIS,batch_strength,batch strength,4,0.8,metric/structure-aware,22.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
pCMF,batch_0.8,0.4172105263157895,0.43844444444444447,0.7222,0.07400000000000001,19,True,standard_metric_files,pCMF,pCMF,batch_strength,batch strength,4,0.8,linear/probabilistic,3.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
scGAE,batch_0.8,0.36010526315789465,0.3928888888888889,0.5512,0.11000000000000001,19,True,standard_metric_files,scGAE,scGAE,batch_strength,batch strength,4,0.8,deep generative/autoencoder,14.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
scGBM,batch_0.8,0.5559999999999999,0.5977777777777779,0.5748,0.462,19,True,standard_metric_files,scGBM,scGBM,batch_strength,batch strength,4,0.8,linear/probabilistic,5.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
scScope,batch_0.8,0.43263157894736837,0.43411111111111106,0.7886000000000001,0.074,19,True,standard_metric_files,scScope,scScope,batch_strength,batch strength,4,0.8,deep generative/autoencoder,12.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
scvis,batch_0.8,0.5127368421052632,0.5414444444444445,0.6337999999999999,0.34,19,True,standard_metric_files,scvis,scvis,batch_strength,batch strength,4,0.8,deep generative/autoencoder,9.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
tGPLVM,batch_0.8,0.4459999999999999,0.4361111111111111,0.8238,0.08600000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,batch_strength,batch strength,4,0.8,linear/probabilistic,7.0,batch,0.8,2000.0,3000.0,55.9,2.0,5.0,60.0,True
DRA,batch_1.0,0.23926315789473684,0.3115555555555556,0.2784,0.06999999999999999,19,True,standard_metric_files,DRA,DRA,batch_strength,batch strength,5,1.0,deep generative/autoencoder,16.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
DREAM,batch_1.0,0.4302631578947369,0.4285555555555555,0.7836000000000001,0.08,19,True,standard_metric_files,DREAM,DREAM,batch_strength,batch strength,5,1.0,deep generative/autoencoder,15.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
EDGE,batch_1.0,0.5209473684210526,0.5943333333333334,0.6218,0.288,19,True,standard_metric_files,EDGE,EDGE,batch_strength,batch strength,5,1.0,graph/diffusion,20.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
GLMPCA,batch_1.0,0.4555263157894737,0.43444444444444447,0.8390000000000001,0.11000000000000001,19,True,standard_metric_files,GLMPCA,GLMPCA,batch_strength,batch strength,5,1.0,linear/probabilistic,2.0,batch,1.0,2000.0,3000.0,60.1,2.0,5.0,57.0,True
