method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,source_file
scvis,0.33,scvis,scvis,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
EDGE,0.11,EDGE,EDGE,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
TriMap,0.36,TriMap,TriMap,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
ParametricUMAP50,0.36,Parametric UMAP 50,UMAP,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
DRA,0.35,DRA,DRA,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
SIMLR,0.26,SIMLR,SIMLR,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
SAUCIE,0.34,SAUCIE,SAUCIE,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
PCA,0.34,PCA,PCA,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
PHATE,0.39,PHATE,PHATE,scDesign3,VISIUM,spectral,SIL,metric\cluster\scDesign3\VISIUM\indicators\spectral_SIL.csv
ivis,0.55,IVIS,IVIS,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
scGAE,0.55,scGAE,scGAE,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
VASC,0.79,VASC,VASC,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
scGBM,0.78,scGBM,scGBM,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SPDR,0.78,SPDR,SPDR,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
pCMF,0.48,pCMF,pCMF,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SQuaD_MDS_hybrid,0.64,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SCDRHA,0.65,SCDRHA,SCDRHA,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
TSNE,0.75,t-SNE,t-SNE,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
UMAP,0.64,UMAP,UMAP,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
VAE,0.41,VAE,VAE,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
DREAM,0.85,DREAM,DREAM,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
ZIFA,0.66,ZIFA,ZIFA,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SSNMDI,0.21,SSNMDI,SSNMDI,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
tGPLVM,0.0,tGPLVM,tGPLVM,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SQuaD_MDS,0.64,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
GLMPCA,0.78,GLMPCA,GLMPCA,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
PaCMAP,0.18,PaCMAP,PaCMAP,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
ParametricUMAP200,0.68,Parametric UMAP 200,UMAP,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
scScope,0.14,scScope,scScope,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
scvis,0.68,scvis,scvis,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
EDGE,0.92,EDGE,EDGE,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
TriMap,0.76,TriMap,TriMap,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
ParametricUMAP50,0.66,Parametric UMAP 50,UMAP,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
DRA,-0.0,DRA,DRA,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SIMLR,0.91,SIMLR,SIMLR,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
SAUCIE,0.15,SAUCIE,SAUCIE,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
PCA,0.65,PCA,PCA,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
PHATE,0.67,PHATE,PHATE,SIMLR,Pollen,kmeans,ARI,metric\cluster\SIMLR\Pollen\indicators\kmeans_ARI.csv
ivis,0.75,IVIS,IVIS,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
scGAE,0.75,scGAE,scGAE,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
VASC,0.89,VASC,VASC,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
scGBM,0.83,scGBM,scGBM,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SPDR,0.87,SPDR,SPDR,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
pCMF,0.65,pCMF,pCMF,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SQuaD_MDS_hybrid,0.74,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SCDRHA,0.78,SCDRHA,SCDRHA,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
TSNE,0.87,t-SNE,t-SNE,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
UMAP,0.73,UMAP,UMAP,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
VAE,0.62,VAE,VAE,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
DREAM,0.9,DREAM,DREAM,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
ZIFA,0.81,ZIFA,ZIFA,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SSNMDI,0.42,SSNMDI,SSNMDI,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
tGPLVM,0.11,tGPLVM,tGPLVM,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SQuaD_MDS,0.73,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
GLMPCA,0.84,GLMPCA,GLMPCA,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
PaCMAP,0.41,PaCMAP,PaCMAP,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
ParametricUMAP200,0.76,Parametric UMAP 200,UMAP,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
scScope,0.31,scScope,scScope,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
scvis,0.82,scvis,scvis,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
EDGE,0.92,EDGE,EDGE,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
TriMap,0.87,TriMap,TriMap,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
ParametricUMAP50,0.78,Parametric UMAP 50,UMAP,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
DRA,0.1,DRA,DRA,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SIMLR,0.93,SIMLR,SIMLR,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
SAUCIE,0.32,SAUCIE,SAUCIE,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
PCA,0.8,PCA,PCA,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
PHATE,0.88,PHATE,PHATE,SIMLR,Pollen,kmeans,COMP,metric\cluster\SIMLR\Pollen\indicators\kmeans_COMP.csv
ivis,0.71,IVIS,IVIS,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
scGAE,0.77,scGAE,scGAE,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
VASC,0.85,VASC,VASC,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
scGBM,0.83,scGBM,scGBM,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SPDR,0.83,SPDR,SPDR,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
pCMF,0.63,pCMF,pCMF,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SQuaD_MDS_hybrid,0.74,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SCDRHA,0.74,SCDRHA,SCDRHA,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
TSNE,0.89,t-SNE,t-SNE,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
UMAP,0.75,UMAP,UMAP,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
VAE,0.61,VAE,VAE,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
DREAM,0.89,DREAM,DREAM,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
ZIFA,0.79,ZIFA,ZIFA,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SSNMDI,0.43,SSNMDI,SSNMDI,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
tGPLVM,0.11,tGPLVM,tGPLVM,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SQuaD_MDS,0.73,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
GLMPCA,0.83,GLMPCA,GLMPCA,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
PaCMAP,0.43,PaCMAP,PaCMAP,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
ParametricUMAP200,0.77,Parametric UMAP 200,UMAP,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
scScope,0.32,scScope,scScope,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
scvis,0.73,scvis,scvis,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
EDGE,0.92,EDGE,EDGE,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
TriMap,0.87,TriMap,TriMap,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
ParametricUMAP50,0.77,Parametric UMAP 50,UMAP,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
DRA,0.1,DRA,DRA,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SIMLR,0.94,SIMLR,SIMLR,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
SAUCIE,0.32,SAUCIE,SAUCIE,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
PCA,0.77,PCA,PCA,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
PHATE,0.79,PHATE,PHATE,SIMLR,Pollen,kmeans,HOMO,metric\cluster\SIMLR\Pollen\indicators\kmeans_HOMO.csv
ivis,0.73,IVIS,IVIS,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
scGAE,0.76,scGAE,scGAE,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
VASC,0.87,VASC,VASC,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
scGBM,0.83,scGBM,scGBM,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SPDR,0.85,SPDR,SPDR,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
pCMF,0.64,pCMF,pCMF,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SQuaD_MDS_hybrid,0.74,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SCDRHA,0.76,SCDRHA,SCDRHA,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
TSNE,0.88,t-SNE,t-SNE,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
UMAP,0.74,UMAP,UMAP,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
VAE,0.62,VAE,VAE,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
DREAM,0.89,DREAM,DREAM,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
ZIFA,0.8,ZIFA,ZIFA,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SSNMDI,0.43,SSNMDI,SSNMDI,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
tGPLVM,0.11,tGPLVM,tGPLVM,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SQuaD_MDS,0.73,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
GLMPCA,0.83,GLMPCA,GLMPCA,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
PaCMAP,0.42,PaCMAP,PaCMAP,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
ParametricUMAP200,0.76,Parametric UMAP 200,UMAP,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
scScope,0.31,scScope,scScope,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
scvis,0.77,scvis,scvis,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
EDGE,0.92,EDGE,EDGE,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
TriMap,0.87,TriMap,TriMap,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
ParametricUMAP50,0.77,Parametric UMAP 50,UMAP,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
DRA,0.1,DRA,DRA,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SIMLR,0.94,SIMLR,SIMLR,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
SAUCIE,0.32,SAUCIE,SAUCIE,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
PCA,0.78,PCA,PCA,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
PHATE,0.83,PHATE,PHATE,SIMLR,Pollen,kmeans,NMI,metric\cluster\SIMLR\Pollen\indicators\kmeans_NMI.csv
ivis,0.49,IVIS,IVIS,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
scGAE,0.6,scGAE,scGAE,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
VASC,0.7,VASC,VASC,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
scGBM,0.58,scGBM,scGBM,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SPDR,0.78,SPDR,SPDR,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
pCMF,0.5,pCMF,pCMF,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SQuaD_MDS_hybrid,0.42,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SCDRHA,0.72,SCDRHA,SCDRHA,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
TSNE,0.64,t-SNE,t-SNE,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
UMAP,0.53,UMAP,UMAP,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
VAE,0.64,VAE,VAE,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
DREAM,0.61,DREAM,DREAM,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
ZIFA,0.53,ZIFA,ZIFA,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SSNMDI,0.75,SSNMDI,SSNMDI,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
tGPLVM,0.36,tGPLVM,tGPLVM,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SQuaD_MDS,0.37,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
GLMPCA,0.56,GLMPCA,GLMPCA,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
PaCMAP,0.68,PaCMAP,PaCMAP,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
ParametricUMAP200,0.61,Parametric UMAP 200,UMAP,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
scScope,0.36,scScope,scScope,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
scvis,0.52,scvis,scvis,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
EDGE,0.57,EDGE,EDGE,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
TriMap,0.72,TriMap,TriMap,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
ParametricUMAP50,0.62,Parametric UMAP 50,UMAP,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
DRA,0.49,DRA,DRA,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SIMLR,0.92,SIMLR,SIMLR,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
SAUCIE,0.4,SAUCIE,SAUCIE,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
PCA,0.55,PCA,PCA,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
PHATE,0.67,PHATE,PHATE,SIMLR,Pollen,kmeans,SIL,metric\cluster\SIMLR\Pollen\indicators\kmeans_SIL.csv
ivis,0.57,IVIS,IVIS,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
scGAE,0.55,scGAE,scGAE,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
VASC,0.72,VASC,VASC,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
scGBM,0.64,scGBM,scGBM,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SPDR,0.86,SPDR,SPDR,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
pCMF,0.45,pCMF,pCMF,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SQuaD_MDS_hybrid,0.66,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SCDRHA,0.53,SCDRHA,SCDRHA,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
TSNE,0.78,t-SNE,t-SNE,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
UMAP,0.64,UMAP,UMAP,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
VAE,0.39,VAE,VAE,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
DREAM,0.88,DREAM,DREAM,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
ZIFA,0.67,ZIFA,ZIFA,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SSNMDI,0.23,SSNMDI,SSNMDI,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
tGPLVM,0.0,tGPLVM,tGPLVM,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SQuaD_MDS,0.55,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
GLMPCA,0.57,GLMPCA,GLMPCA,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
PaCMAP,0.19,PaCMAP,PaCMAP,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
ParametricUMAP200,0.61,Parametric UMAP 200,UMAP,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
scScope,0.14,scScope,scScope,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
scvis,0.74,scvis,scvis,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
EDGE,0.86,EDGE,EDGE,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
TriMap,0.69,TriMap,TriMap,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
ParametricUMAP50,0.56,Parametric UMAP 50,UMAP,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
DRA,0.0,DRA,DRA,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SIMLR,0.7,SIMLR,SIMLR,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
SAUCIE,0.2,SAUCIE,SAUCIE,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
PCA,0.59,PCA,PCA,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
PHATE,0.62,PHATE,PHATE,SIMLR,Pollen,louvain,ARI,metric\cluster\SIMLR\Pollen\indicators\louvain_ARI.csv
