method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,value,dataset_category,dataset_id,structure_table,raw_metric_value,structure_metric_class,family,family_label,local_score,global_score,structure_mean
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,nh_30,0.634,TI,DC3_VA1d_horns,dr3,0.634,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,nh_30,0.64,TI,DC3_VA1d_horns,dr3,0.64,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,nh_30,0.407,TI,DC3_VA1d_horns,dr3,0.407,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,nh_30,0.595,TI,DC3_VA1d_horns,dr3,0.595,Local,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,aji_30,0.541,TI,epiblast,dr1,0.541,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,aji_30,0.467,TI,epiblast,dr1,0.467,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,aji_30,0.094,TI,epiblast,dr1,0.094,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,aji_30,0.532,TI,epiblast,dr1,0.532,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,aji_30,0.616,TI,epiblast,dr1,0.616,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,aji_30,0.155,TI,epiblast,dr1,0.155,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,aji_30,0.547,TI,epiblast,dr1,0.547,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,aji_30,0.556,TI,epiblast,dr1,0.556,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,aji_30,0.525,TI,epiblast,dr1,0.525,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,aji_30,0.478,TI,epiblast,dr1,0.478,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,aji_30,0.241,TI,epiblast,dr1,0.241,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,aji_30,0.283,TI,epiblast,dr1,0.283,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,aji_30,0.493,TI,epiblast,dr1,0.493,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,aji_30,0.475,TI,epiblast,dr1,0.475,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,aji_30,0.546,TI,epiblast,dr1,0.546,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,aji_30,0.553,TI,epiblast,dr1,0.553,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,aji_30,0.528,TI,epiblast,dr1,0.528,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,aji_30,0.1,TI,epiblast,dr1,0.1,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,aji_30,0.251,TI,epiblast,dr1,0.251,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,aji_30,0.574,TI,epiblast,dr1,0.574,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,aji_30,0.533,TI,epiblast,dr1,0.533,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,aji_30,0.559,TI,epiblast,dr1,0.559,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,aji_30,0.611,TI,epiblast,dr1,0.611,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,aji_30,0.354,TI,epiblast,dr1,0.354,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,aji_30,0.229,TI,epiblast,dr1,0.229,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,aji_30,0.556,TI,epiblast,dr1,0.556,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,aji_30,0.547,TI,epiblast,dr1,0.547,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,aji_30,0.433,TI,epiblast,dr1,0.433,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,aji_30,0.522,TI,epiblast,dr1,0.522,Local,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,random_triplet,0.726,TI,epiblast,dr1,0.726,Global,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,random_triplet,0.788,TI,epiblast,dr1,0.788,Global,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,random_triplet,0.463,TI,epiblast,dr1,0.463,Global,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,random_triplet,0.697,TI,epiblast,dr1,0.697,Global,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,random_triplet,0.797,TI,epiblast,dr1,0.797,Global,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,random_triplet,0.481,TI,epiblast,dr1,0.481,Global,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,random_triplet,0.797,TI,epiblast,dr1,0.797,Global,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,random_triplet,0.818,TI,epiblast,dr1,0.818,Global,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,random_triplet,0.833,TI,epiblast,dr1,0.833,Global,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,random_triplet,0.787,TI,epiblast,dr1,0.787,Global,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,random_triplet,0.556,TI,epiblast,dr1,0.556,Global,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,random_triplet,0.763,TI,epiblast,dr1,0.763,Global,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,random_triplet,0.765,TI,epiblast,dr1,0.765,Global,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,random_triplet,0.798,TI,epiblast,dr1,0.798,Global,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,random_triplet,0.782,TI,epiblast,dr1,0.782,Global,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,random_triplet,0.738,TI,epiblast,dr1,0.738,Global,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,random_triplet,0.835,TI,epiblast,dr1,0.835,Global,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,random_triplet,0.552,TI,epiblast,dr1,0.552,Global,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,random_triplet,0.749,TI,epiblast,dr1,0.749,Global,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,random_triplet,0.779,TI,epiblast,dr1,0.779,Global,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,random_triplet,0.858,TI,epiblast,dr1,0.858,Global,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,random_triplet,0.779,TI,epiblast,dr1,0.779,Global,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,random_triplet,0.802,TI,epiblast,dr1,0.802,Global,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,random_triplet,0.655,TI,epiblast,dr1,0.655,Global,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,random_triplet,0.535,TI,epiblast,dr1,0.535,Global,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,random_triplet,0.78,TI,epiblast,dr1,0.78,Global,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,random_triplet,0.8,TI,epiblast,dr1,0.8,Global,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,random_triplet,0.81,TI,epiblast,dr1,0.81,Global,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,random_triplet,0.807,TI,epiblast,dr1,0.807,Global,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,centroid_distance,0.871,TI,epiblast,dr1,0.871,Global,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,centroid_distance,0.852,TI,epiblast,dr1,0.852,Global,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,centroid_distance,0.253,TI,epiblast,dr1,0.253,Global,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,centroid_distance,0.805,TI,epiblast,dr1,0.805,Global,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,centroid_distance,0.877,TI,epiblast,dr1,0.877,Global,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,centroid_distance,0.538,TI,epiblast,dr1,0.538,Global,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,centroid_distance,0.94,TI,epiblast,dr1,0.94,Global,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,centroid_distance,0.93,TI,epiblast,dr1,0.93,Global,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,centroid_distance,0.98,TI,epiblast,dr1,0.98,Global,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,centroid_distance,0.898,TI,epiblast,dr1,0.898,Global,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,centroid_distance,0.509,TI,epiblast,dr1,0.509,Global,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,centroid_distance,0.889,TI,epiblast,dr1,0.889,Global,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,centroid_distance,0.887,TI,epiblast,dr1,0.887,Global,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,centroid_distance,0.956,TI,epiblast,dr1,0.956,Global,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,centroid_distance,0.939,TI,epiblast,dr1,0.939,Global,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,centroid_distance,0.834,TI,epiblast,dr1,0.834,Global,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,centroid_distance,0.98,TI,epiblast,dr1,0.98,Global,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,centroid_distance,0.434,TI,epiblast,dr1,0.434,Global,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,centroid_distance,0.897,TI,epiblast,dr1,0.897,Global,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,centroid_distance,0.93,TI,epiblast,dr1,0.93,Global,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,centroid_distance,0.989,TI,epiblast,dr1,0.989,Global,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,centroid_distance,0.907,TI,epiblast,dr1,0.907,Global,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,centroid_distance,0.934,TI,epiblast,dr1,0.934,Global,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,centroid_distance,0.596,TI,epiblast,dr1,0.596,Global,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,centroid_distance,0.372,TI,epiblast,dr1,0.372,Global,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,centroid_distance,0.939,TI,epiblast,dr1,0.939,Global,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,centroid_distance,0.939,TI,epiblast,dr1,0.939,Global,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,centroid_distance,0.819,TI,epiblast,dr1,0.819,Global,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,centroid_distance,0.965,TI,epiblast,dr1,0.965,Global,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,T_30,0.921,TI,epiblast,dr2,0.921,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,T_30,0.902,TI,epiblast,dr2,0.902,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,T_30,0.54,TI,epiblast,dr2,0.54,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,T_30,0.926,TI,epiblast,dr2,0.926,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,T_30,0.955,TI,epiblast,dr2,0.955,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,T_30,0.614,TI,epiblast,dr2,0.614,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,T_30,0.932,TI,epiblast,dr2,0.932,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,T_30,0.935,TI,epiblast,dr2,0.935,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,T_30,0.922,TI,epiblast,dr2,0.922,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,T_30,0.903,TI,epiblast,dr2,0.903,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,T_30,0.671,TI,epiblast,dr2,0.671,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,T_30,0.86,TI,epiblast,dr2,0.86,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,T_30,0.903,TI,epiblast,dr2,0.903,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,T_30,0.904,TI,epiblast,dr2,0.904,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,T_30,0.916,TI,epiblast,dr2,0.916,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,T_30,0.926,TI,epiblast,dr2,0.926,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,T_30,0.922,TI,epiblast,dr2,0.922,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,T_30,0.563,TI,epiblast,dr2,0.563,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,T_30,0.831,TI,epiblast,dr2,0.831,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,T_30,0.937,TI,epiblast,dr2,0.937,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,T_30,0.916,TI,epiblast,dr2,0.916,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,T_30,0.929,TI,epiblast,dr2,0.929,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,T_30,0.95,TI,epiblast,dr2,0.95,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,T_30,0.79,TI,epiblast,dr2,0.79,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,T_30,0.681,TI,epiblast,dr2,0.681,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,T_30,0.935,TI,epiblast,dr2,0.935,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,T_30,0.93,TI,epiblast,dr2,0.93,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,T_30,0.891,TI,epiblast,dr2,0.891,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,T_30,0.919,TI,epiblast,dr2,0.919,Local,metric/structure-aware,metric,,,
