method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,raw_metric_value,dataset_category,dataset_id,structure_table,structure_metric_class,family,family_label,local,global,overall_mean,median_rank,q1_rank,q3_rank,mean_structure_score,top3_fraction,dataset_instances,Local,Global,Cluster,local_rank,global_rank,rank_discordance,metric_median,metric_iqr,metric_range,n_metrics
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,nh_30,0.853,simulate,batch_0.4,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,nh_30,0.244,simulate,batch_0.4,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,nh_30,0.273,simulate,batch_0.4,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,nh_30,0.226,simulate,batch_0.4,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,nh_30,0.252,simulate,batch_0.4,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,nh_30,0.981,simulate,batch_0.4,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,nh_30,0.24,simulate,batch_0.4,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,nh_30,0.501,simulate,batch_0.4,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,nh_30,0.228,simulate,batch_0.4,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,nh_30,0.656,simulate,batch_0.4,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,nh_30,0.232,simulate,batch_0.4,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,nh_30,0.497,simulate,batch_0.4,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,nh_30,1.0,simulate,batch_0.4,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,nh_30,0.721,simulate,batch_0.4,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,nh_30,0.999,simulate,batch_0.4,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,nh_30,1.0,simulate,batch_0.4,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,nh_30,0.998,simulate,batch_0.4,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,nh_30,0.225,simulate,batch_0.4,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,nh_30,0.441,simulate,batch_0.4,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,nh_30,0.977,simulate,batch_0.4,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,knn_30,0.714,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,knn_30,0.256,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,knn_30,0.284,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,knn_30,0.501,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,knn_30,0.954,simulate,batch_0.6,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,knn_30,0.822,simulate,batch_0.6,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,knn_30,0.264,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,knn_30,0.337,simulate,batch_0.6,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,knn_30,0.245,simulate,batch_0.6,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,knn_30,0.261,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,knn_30,0.978,simulate,batch_0.6,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,knn_30,0.276,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,knn_30,0.802,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,knn_30,0.283,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,knn_30,0.696,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,knn_30,0.28,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,knn_30,0.333,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,knn_30,1.0,simulate,batch_0.6,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,knn_30,0.756,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,knn_30,0.991,simulate,batch_0.6,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,knn_30,1.0,simulate,batch_0.6,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,knn_30,0.996,simulate,batch_0.6,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,knn_30,0.251,simulate,batch_0.6,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,knn_30,0.522,simulate,batch_0.6,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,knn_30,0.975,simulate,batch_0.6,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,random_triplet,0.704,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,random_triplet,0.488,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,random_triplet,0.755,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,random_triplet,0.77,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,random_triplet,0.765,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,random_triplet,0.765,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,random_triplet,0.81,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,random_triplet,0.773,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,random_triplet,0.558,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,random_triplet,0.753,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,random_triplet,0.758,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,random_triplet,0.759,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,random_triplet,0.758,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,random_triplet,0.745,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,random_triplet,0.817,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,random_triplet,0.749,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,random_triplet,0.792,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,random_triplet,0.754,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,random_triplet,0.779,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,random_triplet,0.737,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,random_triplet,0.734,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,random_triplet,0.746,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,random_triplet,0.563,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,random_triplet,0.814,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,random_triplet,0.674,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,spearman,0.548,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,spearman,0.007,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,spearman,0.739,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,spearman,0.753,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,spearman,0.76,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,spearman,0.765,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,spearman,0.834,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,spearman,0.769,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,spearman,0.191,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,spearman,0.752,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,spearman,0.764,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,spearman,0.762,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,spearman,0.755,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,spearman,0.685,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,spearman,0.841,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,spearman,0.751,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,spearman,0.811,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,spearman,0.77,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,spearman,0.79,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,spearman,0.696,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,spearman,0.702,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,spearman,0.756,simulate,batch_0.6,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,spearman,0.164,simulate,batch_0.6,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,spearman,0.837,simulate,batch_0.6,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,spearman,0.528,simulate,batch_0.6,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,T_30,0.795,simulate,batch_0.6,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,T_30,0.505,simulate,batch_0.6,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,T_30,0.76,simulate,batch_0.6,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,T_30,0.794,simulate,batch_0.6,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,T_30,0.815,simulate,batch_0.6,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,T_30,0.801,simulate,batch_0.6,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,T_30,0.76,simulate,batch_0.6,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
