method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,raw_metric_value,dataset_category,dataset_id,structure_table,structure_metric_class,family,family_label,local,global,overall_mean,median_rank,q1_rank,q3_rank,mean_structure_score,top3_fraction,dataset_instances,Local,Global,Cluster,local_rank,global_rank,rank_discordance,metric_median,metric_iqr,metric_range,n_metrics
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,nh_30,1.0,simulate,de_0.8,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,nh_30,0.225,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,nh_30,0.924,simulate,de_0.8,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,nh_30,1.0,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,knn_30,0.997,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,knn_30,0.263,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,knn_30,1.0,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,knn_30,1.0,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,knn_30,1.0,simulate,de_1.0,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,knn_30,1.0,simulate,de_1.0,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,knn_30,0.993,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,knn_30,1.0,simulate,de_1.0,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,knn_30,0.263,simulate,de_1.0,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,knn_30,0.898,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,knn_30,1.0,simulate,de_1.0,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,knn_30,0.48,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,knn_30,1.0,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,knn_30,1.0,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,knn_30,0.991,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,knn_30,1.0,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,knn_30,1.0,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,knn_30,1.0,simulate,de_1.0,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,knn_30,0.993,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,knn_30,1.0,simulate,de_1.0,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,knn_30,1.0,simulate,de_1.0,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,knn_30,1.0,simulate,de_1.0,dr1,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,knn_30,0.262,simulate,de_1.0,dr1,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,knn_30,0.979,simulate,de_1.0,dr1,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,knn_30,1.0,simulate,de_1.0,dr1,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,random_triplet,0.727,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,random_triplet,0.506,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,random_triplet,0.685,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,random_triplet,0.705,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,random_triplet,0.659,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,random_triplet,0.667,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,random_triplet,0.747,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,random_triplet,0.692,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,random_triplet,0.506,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,random_triplet,0.636,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,random_triplet,0.702,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,random_triplet,0.533,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,random_triplet,0.704,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,random_triplet,0.635,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,random_triplet,0.762,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,random_triplet,0.682,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,random_triplet,0.708,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,random_triplet,0.724,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,random_triplet,0.732,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,random_triplet,0.657,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,random_triplet,0.676,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,random_triplet,0.732,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,random_triplet,0.495,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,random_triplet,0.749,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,random_triplet,0.699,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,spearman,0.647,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,spearman,0.028,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,spearman,0.568,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,spearman,0.57,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,spearman,0.508,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,spearman,0.519,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,spearman,0.687,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,spearman,0.589,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,spearman,0.0,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,spearman,0.436,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,spearman,0.612,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,spearman,0.118,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,spearman,0.608,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,spearman,0.444,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,spearman,0.69,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,spearman,0.517,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,spearman,0.609,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,spearman,0.634,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,spearman,0.658,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,spearman,0.473,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,spearman,0.532,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,spearman,0.599,simulate,de_1.0,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,spearman,0.011,simulate,de_1.0,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,spearman,0.694,simulate,de_1.0,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,spearman,0.583,simulate,de_1.0,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,T_30,0.9,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,T_30,0.503,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,T_30,0.898,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,T_30,0.912,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,T_30,0.899,simulate,de_1.0,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,T_30,0.9,simulate,de_1.0,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,T_30,0.897,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,T_30,0.902,simulate,de_1.0,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,T_30,0.503,simulate,de_1.0,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,T_30,0.822,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,T_30,0.899,simulate,de_1.0,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,T_30,0.583,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,T_30,0.901,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,T_30,0.9,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,T_30,0.896,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,T_30,0.9,simulate,de_1.0,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,T_30,0.9,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,T_30,0.909,simulate,de_1.0,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,T_30,0.897,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,T_30,0.907,simulate,de_1.0,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,T_30,0.909,simulate,de_1.0,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,T_30,0.905,simulate,de_1.0,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,T_30,0.503,simulate,de_1.0,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,T_30,0.89,simulate,de_1.0,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
