method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,family
PCA,0.74,PCA,PCA,SIMLR,Pollen,louvain,COMP,linear
PHATE,0.79,PHATE,PHATE,SIMLR,Pollen,louvain,COMP,graph
ivis,0.68,IVIS,IVIS,SIMLR,Pollen,louvain,HOMO,metric
scGAE,0.78,scGAE,scGAE,SIMLR,Pollen,louvain,HOMO,deep
VASC,0.84,VASC,VASC,SIMLR,Pollen,louvain,HOMO,deep
scGBM,0.76,scGBM,scGBM,SIMLR,Pollen,louvain,HOMO,linear
SPDR,0.86,SPDR,SPDR,SIMLR,Pollen,louvain,HOMO,graph
pCMF,0.67,pCMF,pCMF,SIMLR,Pollen,louvain,HOMO,linear
SQuaD_MDS_hybrid,0.72,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,louvain,HOMO,metric
SCDRHA,0.77,SCDRHA,SCDRHA,SIMLR,Pollen,louvain,HOMO,deep
TSNE,0.88,t-SNE,t-SNE,SIMLR,Pollen,louvain,HOMO,metric
UMAP,0.74,UMAP,UMAP,SIMLR,Pollen,louvain,HOMO,graph
VAE,0.61,VAE,VAE,SIMLR,Pollen,louvain,HOMO,deep
DREAM,0.9,DREAM,DREAM,SIMLR,Pollen,louvain,HOMO,deep
ZIFA,0.8,ZIFA,ZIFA,SIMLR,Pollen,louvain,HOMO,linear
SSNMDI,0.43,SSNMDI,SSNMDI,SIMLR,Pollen,louvain,HOMO,linear
tGPLVM,0.09,tGPLVM,tGPLVM,SIMLR,Pollen,louvain,HOMO,linear
SQuaD_MDS,0.7,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,louvain,HOMO,metric
GLMPCA,0.77,GLMPCA,GLMPCA,SIMLR,Pollen,louvain,HOMO,linear
PaCMAP,0.44,PaCMAP,PaCMAP,SIMLR,Pollen,louvain,HOMO,metric
ParametricUMAP200,0.71,Parametric UMAP 200,UMAP,SIMLR,Pollen,louvain,HOMO,graph
scScope,0.34,scScope,scScope,SIMLR,Pollen,louvain,HOMO,deep
scvis,0.76,scvis,scvis,SIMLR,Pollen,louvain,HOMO,deep
EDGE,0.93,EDGE,EDGE,SIMLR,Pollen,louvain,HOMO,graph
TriMap,0.87,TriMap,TriMap,SIMLR,Pollen,louvain,HOMO,metric
ParametricUMAP50,0.75,Parametric UMAP 50,UMAP,SIMLR,Pollen,louvain,HOMO,graph
DRA,0.09,DRA,DRA,SIMLR,Pollen,louvain,HOMO,deep
SIMLR,0.91,SIMLR,SIMLR,SIMLR,Pollen,louvain,HOMO,graph
SAUCIE,0.39,SAUCIE,SAUCIE,SIMLR,Pollen,louvain,HOMO,deep
PCA,0.72,PCA,PCA,SIMLR,Pollen,louvain,HOMO,linear
PHATE,0.81,PHATE,PHATE,SIMLR,Pollen,louvain,HOMO,graph
ivis,0.7,IVIS,IVIS,SIMLR,Pollen,louvain,NMI,metric
scGAE,0.76,scGAE,scGAE,SIMLR,Pollen,louvain,NMI,deep
VASC,0.83,VASC,VASC,SIMLR,Pollen,louvain,NMI,deep
scGBM,0.78,scGBM,scGBM,SIMLR,Pollen,louvain,NMI,linear
SPDR,0.87,SPDR,SPDR,SIMLR,Pollen,louvain,NMI,graph
pCMF,0.65,pCMF,pCMF,SIMLR,Pollen,louvain,NMI,linear
SQuaD_MDS_hybrid,0.75,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,louvain,NMI,metric
SCDRHA,0.75,SCDRHA,SCDRHA,SIMLR,Pollen,louvain,NMI,deep
TSNE,0.89,t-SNE,t-SNE,SIMLR,Pollen,louvain,NMI,metric
UMAP,0.73,UMAP,UMAP,SIMLR,Pollen,louvain,NMI,graph
VAE,0.6,VAE,VAE,SIMLR,Pollen,louvain,NMI,deep
DREAM,0.94,DREAM,DREAM,SIMLR,Pollen,louvain,NMI,deep
ZIFA,0.78,ZIFA,ZIFA,SIMLR,Pollen,louvain,NMI,linear
SSNMDI,0.43,SSNMDI,SSNMDI,SIMLR,Pollen,louvain,NMI,linear
tGPLVM,0.09,tGPLVM,tGPLVM,SIMLR,Pollen,louvain,NMI,linear
SQuaD_MDS,0.72,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,louvain,NMI,metric
GLMPCA,0.77,GLMPCA,GLMPCA,SIMLR,Pollen,louvain,NMI,linear
PaCMAP,0.42,PaCMAP,PaCMAP,SIMLR,Pollen,louvain,NMI,metric
ParametricUMAP200,0.75,Parametric UMAP 200,UMAP,SIMLR,Pollen,louvain,NMI,graph
scScope,0.33,scScope,scScope,SIMLR,Pollen,louvain,NMI,deep
scvis,0.81,scvis,scvis,SIMLR,Pollen,louvain,NMI,deep
EDGE,0.92,EDGE,EDGE,SIMLR,Pollen,louvain,NMI,graph
TriMap,0.86,TriMap,TriMap,SIMLR,Pollen,louvain,NMI,metric
ParametricUMAP50,0.74,Parametric UMAP 50,UMAP,SIMLR,Pollen,louvain,NMI,graph
DRA,0.09,DRA,DRA,SIMLR,Pollen,louvain,NMI,deep
SIMLR,0.88,SIMLR,SIMLR,SIMLR,Pollen,louvain,NMI,graph
SAUCIE,0.38,SAUCIE,SAUCIE,SIMLR,Pollen,louvain,NMI,deep
PCA,0.73,PCA,PCA,SIMLR,Pollen,louvain,NMI,linear
PHATE,0.8,PHATE,PHATE,SIMLR,Pollen,louvain,NMI,graph
ivis,0.34,IVIS,IVIS,SIMLR,Pollen,louvain,SIL,metric
scGAE,0.54,scGAE,scGAE,SIMLR,Pollen,louvain,SIL,deep
VASC,0.59,VASC,VASC,SIMLR,Pollen,louvain,SIL,deep
scGBM,0.49,scGBM,scGBM,SIMLR,Pollen,louvain,SIL,linear
SPDR,0.75,SPDR,SPDR,SIMLR,Pollen,louvain,SIL,graph
pCMF,0.44,pCMF,pCMF,SIMLR,Pollen,louvain,SIL,linear
SQuaD_MDS_hybrid,0.41,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,louvain,SIL,metric
SCDRHA,0.39,SCDRHA,SCDRHA,SIMLR,Pollen,louvain,SIL,deep
TSNE,0.69,t-SNE,t-SNE,SIMLR,Pollen,louvain,SIL,metric
UMAP,0.52,UMAP,UMAP,SIMLR,Pollen,louvain,SIL,graph
VAE,0.64,VAE,VAE,SIMLR,Pollen,louvain,SIL,deep
DREAM,0.56,DREAM,DREAM,SIMLR,Pollen,louvain,SIL,deep
ZIFA,0.51,ZIFA,ZIFA,SIMLR,Pollen,louvain,SIL,linear
SSNMDI,0.77,SSNMDI,SSNMDI,SIMLR,Pollen,louvain,SIL,linear
tGPLVM,0.31,tGPLVM,tGPLVM,SIMLR,Pollen,louvain,SIL,linear
SQuaD_MDS,0.21,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,louvain,SIL,metric
GLMPCA,0.41,GLMPCA,GLMPCA,SIMLR,Pollen,louvain,SIL,linear
PaCMAP,0.68,PaCMAP,PaCMAP,SIMLR,Pollen,louvain,SIL,metric
ParametricUMAP200,0.59,Parametric UMAP 200,UMAP,SIMLR,Pollen,louvain,SIL,graph
scScope,0.34,scScope,scScope,SIMLR,Pollen,louvain,SIL,deep
scvis,0.45,scvis,scvis,SIMLR,Pollen,louvain,SIL,deep
EDGE,0.51,EDGE,EDGE,SIMLR,Pollen,louvain,SIL,graph
TriMap,0.65,TriMap,TriMap,SIMLR,Pollen,louvain,SIL,metric
ParametricUMAP50,0.54,Parametric UMAP 50,UMAP,SIMLR,Pollen,louvain,SIL,graph
DRA,0.37,DRA,DRA,SIMLR,Pollen,louvain,SIL,deep
SIMLR,0.73,SIMLR,SIMLR,SIMLR,Pollen,louvain,SIL,graph
SAUCIE,0.39,SAUCIE,SAUCIE,SIMLR,Pollen,louvain,SIL,deep
PCA,0.48,PCA,PCA,SIMLR,Pollen,louvain,SIL,linear
PHATE,0.48,PHATE,PHATE,SIMLR,Pollen,louvain,SIL,graph
ivis,0.49,IVIS,IVIS,SIMLR,Pollen,spectral,ARI,metric
scGAE,0.49,scGAE,scGAE,SIMLR,Pollen,spectral,ARI,deep
VASC,0.73,VASC,VASC,SIMLR,Pollen,spectral,ARI,deep
scGBM,0.51,scGBM,scGBM,SIMLR,Pollen,spectral,ARI,linear
SPDR,0.68,SPDR,SPDR,SIMLR,Pollen,spectral,ARI,graph
pCMF,0.45,pCMF,pCMF,SIMLR,Pollen,spectral,ARI,linear
SQuaD_MDS_hybrid,0.5,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,spectral,ARI,metric
SCDRHA,0.52,SCDRHA,SCDRHA,SIMLR,Pollen,spectral,ARI,deep
TSNE,0.71,t-SNE,t-SNE,SIMLR,Pollen,spectral,ARI,metric
UMAP,0.62,UMAP,UMAP,SIMLR,Pollen,spectral,ARI,graph
VAE,0.39,VAE,VAE,SIMLR,Pollen,spectral,ARI,deep
DREAM,0.81,DREAM,DREAM,SIMLR,Pollen,spectral,ARI,deep
ZIFA,0.65,ZIFA,ZIFA,SIMLR,Pollen,spectral,ARI,linear
SSNMDI,0.13,SSNMDI,SSNMDI,SIMLR,Pollen,spectral,ARI,linear
tGPLVM,0.01,tGPLVM,tGPLVM,SIMLR,Pollen,spectral,ARI,linear
SQuaD_MDS,0.49,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,spectral,ARI,metric
GLMPCA,0.65,GLMPCA,GLMPCA,SIMLR,Pollen,spectral,ARI,linear
PaCMAP,0.19,PaCMAP,PaCMAP,SIMLR,Pollen,spectral,ARI,metric
ParametricUMAP200,0.54,Parametric UMAP 200,UMAP,SIMLR,Pollen,spectral,ARI,graph
scScope,0.15,scScope,scScope,SIMLR,Pollen,spectral,ARI,deep
scvis,0.73,scvis,scvis,SIMLR,Pollen,spectral,ARI,deep
EDGE,0.86,EDGE,EDGE,SIMLR,Pollen,spectral,ARI,graph
TriMap,0.53,TriMap,TriMap,SIMLR,Pollen,spectral,ARI,metric
ParametricUMAP50,0.53,Parametric UMAP 50,UMAP,SIMLR,Pollen,spectral,ARI,graph
DRA,0.0,DRA,DRA,SIMLR,Pollen,spectral,ARI,deep
SIMLR,0.37,SIMLR,SIMLR,SIMLR,Pollen,spectral,ARI,graph
SAUCIE,0.15,SAUCIE,SAUCIE,SIMLR,Pollen,spectral,ARI,deep
PCA,0.59,PCA,PCA,SIMLR,Pollen,spectral,ARI,linear
PHATE,0.58,PHATE,PHATE,SIMLR,Pollen,spectral,ARI,graph
ivis,0.68,IVIS,IVIS,SIMLR,Pollen,spectral,COMP,metric
scGAE,0.7,scGAE,scGAE,SIMLR,Pollen,spectral,COMP,deep
VASC,0.83,VASC,VASC,SIMLR,Pollen,spectral,COMP,deep
scGBM,0.73,scGBM,scGBM,SIMLR,Pollen,spectral,COMP,linear
SPDR,0.8,SPDR,SPDR,SIMLR,Pollen,spectral,COMP,graph
pCMF,0.63,pCMF,pCMF,SIMLR,Pollen,spectral,COMP,linear
SQuaD_MDS_hybrid,0.68,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,spectral,COMP,metric
SCDRHA,0.72,SCDRHA,SCDRHA,SIMLR,Pollen,spectral,COMP,deep
TSNE,0.86,t-SNE,t-SNE,SIMLR,Pollen,spectral,COMP,metric
UMAP,0.73,UMAP,UMAP,SIMLR,Pollen,spectral,COMP,graph
VAE,0.59,VAE,VAE,SIMLR,Pollen,spectral,COMP,deep
DREAM,0.88,DREAM,DREAM,SIMLR,Pollen,spectral,COMP,deep
ZIFA,0.77,ZIFA,ZIFA,SIMLR,Pollen,spectral,COMP,linear
SSNMDI,0.33,SSNMDI,SSNMDI,SIMLR,Pollen,spectral,COMP,linear
tGPLVM,0.1,tGPLVM,tGPLVM,SIMLR,Pollen,spectral,COMP,linear
SQuaD_MDS,0.68,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,spectral,COMP,metric
GLMPCA,0.78,GLMPCA,GLMPCA,SIMLR,Pollen,spectral,COMP,linear
PaCMAP,0.41,PaCMAP,PaCMAP,SIMLR,Pollen,spectral,COMP,metric
ParametricUMAP200,0.71,Parametric UMAP 200,UMAP,SIMLR,Pollen,spectral,COMP,graph
scScope,0.32,scScope,scScope,SIMLR,Pollen,spectral,COMP,deep
scvis,0.8,scvis,scvis,SIMLR,Pollen,spectral,COMP,deep
EDGE,0.9,EDGE,EDGE,SIMLR,Pollen,spectral,COMP,graph
TriMap,0.75,TriMap,TriMap,SIMLR,Pollen,spectral,COMP,metric
ParametricUMAP50,0.7,Parametric UMAP 50,UMAP,SIMLR,Pollen,spectral,COMP,graph
DRA,0.1,DRA,DRA,SIMLR,Pollen,spectral,COMP,deep
SIMLR,0.74,SIMLR,SIMLR,SIMLR,Pollen,spectral,COMP,graph
SAUCIE,0.35,SAUCIE,SAUCIE,SIMLR,Pollen,spectral,COMP,deep
PCA,0.72,PCA,PCA,SIMLR,Pollen,spectral,COMP,linear
PHATE,0.78,PHATE,PHATE,SIMLR,Pollen,spectral,COMP,graph
ivis,0.7,IVIS,IVIS,SIMLR,Pollen,spectral,HOMO,metric
scGAE,0.72,scGAE,scGAE,SIMLR,Pollen,spectral,HOMO,deep
VASC,0.85,VASC,VASC,SIMLR,Pollen,spectral,HOMO,deep
scGBM,0.74,scGBM,scGBM,SIMLR,Pollen,spectral,HOMO,linear
SPDR,0.83,SPDR,SPDR,SIMLR,Pollen,spectral,HOMO,graph
pCMF,0.65,pCMF,pCMF,SIMLR,Pollen,spectral,HOMO,linear
SQuaD_MDS_hybrid,0.7,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,spectral,HOMO,metric
SCDRHA,0.74,SCDRHA,SCDRHA,SIMLR,Pollen,spectral,HOMO,deep
TSNE,0.89,t-SNE,t-SNE,SIMLR,Pollen,spectral,HOMO,metric
UMAP,0.75,UMAP,UMAP,SIMLR,Pollen,spectral,HOMO,graph
VAE,0.61,VAE,VAE,SIMLR,Pollen,spectral,HOMO,deep
DREAM,0.91,DREAM,DREAM,SIMLR,Pollen,spectral,HOMO,deep
ZIFA,0.78,ZIFA,ZIFA,SIMLR,Pollen,spectral,HOMO,linear
SSNMDI,0.33,SSNMDI,SSNMDI,SIMLR,Pollen,spectral,HOMO,linear
tGPLVM,0.11,tGPLVM,tGPLVM,SIMLR,Pollen,spectral,HOMO,linear
SQuaD_MDS,0.71,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,spectral,HOMO,metric
GLMPCA,0.79,GLMPCA,GLMPCA,SIMLR,Pollen,spectral,HOMO,linear
PaCMAP,0.43,PaCMAP,PaCMAP,SIMLR,Pollen,spectral,HOMO,metric
ParametricUMAP200,0.73,Parametric UMAP 200,UMAP,SIMLR,Pollen,spectral,HOMO,graph
scScope,0.33,scScope,scScope,SIMLR,Pollen,spectral,HOMO,deep
scvis,0.82,scvis,scvis,SIMLR,Pollen,spectral,HOMO,deep
EDGE,0.92,EDGE,EDGE,SIMLR,Pollen,spectral,HOMO,graph
TriMap,0.75,TriMap,TriMap,SIMLR,Pollen,spectral,HOMO,metric
ParametricUMAP50,0.71,Parametric UMAP 50,UMAP,SIMLR,Pollen,spectral,HOMO,graph
DRA,0.1,DRA,DRA,SIMLR,Pollen,spectral,HOMO,deep
SIMLR,0.68,SIMLR,SIMLR,SIMLR,Pollen,spectral,HOMO,graph
SAUCIE,0.36,SAUCIE,SAUCIE,SIMLR,Pollen,spectral,HOMO,deep
PCA,0.74,PCA,PCA,SIMLR,Pollen,spectral,HOMO,linear
PHATE,0.79,PHATE,PHATE,SIMLR,Pollen,spectral,HOMO,graph
ivis,0.69,IVIS,IVIS,SIMLR,Pollen,spectral,NMI,metric
scGAE,0.71,scGAE,scGAE,SIMLR,Pollen,spectral,NMI,deep
VASC,0.84,VASC,VASC,SIMLR,Pollen,spectral,NMI,deep
scGBM,0.74,scGBM,scGBM,SIMLR,Pollen,spectral,NMI,linear
SPDR,0.82,SPDR,SPDR,SIMLR,Pollen,spectral,NMI,graph
pCMF,0.64,pCMF,pCMF,SIMLR,Pollen,spectral,NMI,linear
SQuaD_MDS_hybrid,0.69,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,spectral,NMI,metric
SCDRHA,0.73,SCDRHA,SCDRHA,SIMLR,Pollen,spectral,NMI,deep
TSNE,0.87,t-SNE,t-SNE,SIMLR,Pollen,spectral,NMI,metric
UMAP,0.74,UMAP,UMAP,SIMLR,Pollen,spectral,NMI,graph
VAE,0.6,VAE,VAE,SIMLR,Pollen,spectral,NMI,deep
DREAM,0.9,DREAM,DREAM,SIMLR,Pollen,spectral,NMI,deep
ZIFA,0.77,ZIFA,ZIFA,SIMLR,Pollen,spectral,NMI,linear
SSNMDI,0.33,SSNMDI,SSNMDI,SIMLR,Pollen,spectral,NMI,linear
tGPLVM,0.1,tGPLVM,tGPLVM,SIMLR,Pollen,spectral,NMI,linear
SQuaD_MDS,0.7,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,spectral,NMI,metric
GLMPCA,0.78,GLMPCA,GLMPCA,SIMLR,Pollen,spectral,NMI,linear
PaCMAP,0.42,PaCMAP,PaCMAP,SIMLR,Pollen,spectral,NMI,metric
ParametricUMAP200,0.72,Parametric UMAP 200,UMAP,SIMLR,Pollen,spectral,NMI,graph
scScope,0.33,scScope,scScope,SIMLR,Pollen,spectral,NMI,deep
scvis,0.81,scvis,scvis,SIMLR,Pollen,spectral,NMI,deep
EDGE,0.91,EDGE,EDGE,SIMLR,Pollen,spectral,NMI,graph
TriMap,0.75,TriMap,TriMap,SIMLR,Pollen,spectral,NMI,metric
ParametricUMAP50,0.7,Parametric UMAP 50,UMAP,SIMLR,Pollen,spectral,NMI,graph
DRA,0.1,DRA,DRA,SIMLR,Pollen,spectral,NMI,deep
SIMLR,0.71,SIMLR,SIMLR,SIMLR,Pollen,spectral,NMI,graph
SAUCIE,0.35,SAUCIE,SAUCIE,SIMLR,Pollen,spectral,NMI,deep
PCA,0.73,PCA,PCA,SIMLR,Pollen,spectral,NMI,linear
PHATE,0.78,PHATE,PHATE,SIMLR,Pollen,spectral,NMI,graph
ivis,0.31,IVIS,IVIS,SIMLR,Pollen,spectral,SIL,metric
scGAE,0.23,scGAE,scGAE,SIMLR,Pollen,spectral,SIL,deep
VASC,0.57,VASC,VASC,SIMLR,Pollen,spectral,SIL,deep
scGBM,0.28,scGBM,scGBM,SIMLR,Pollen,spectral,SIL,linear
SPDR,0.56,SPDR,SPDR,SIMLR,Pollen,spectral,SIL,graph
pCMF,0.44,pCMF,pCMF,SIMLR,Pollen,spectral,SIL,linear
SQuaD_MDS_hybrid,0.36,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Pollen,spectral,SIL,metric
SCDRHA,0.26,SCDRHA,SCDRHA,SIMLR,Pollen,spectral,SIL,deep
TSNE,0.63,t-SNE,t-SNE,SIMLR,Pollen,spectral,SIL,metric
UMAP,0.47,UMAP,UMAP,SIMLR,Pollen,spectral,SIL,graph
VAE,0.64,VAE,VAE,SIMLR,Pollen,spectral,SIL,deep
DREAM,0.52,DREAM,DREAM,SIMLR,Pollen,spectral,SIL,deep
ZIFA,0.52,ZIFA,ZIFA,SIMLR,Pollen,spectral,SIL,linear
SSNMDI,0.12,SSNMDI,SSNMDI,SIMLR,Pollen,spectral,SIL,linear
tGPLVM,0.31,tGPLVM,tGPLVM,SIMLR,Pollen,spectral,SIL,linear
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,SIMLR,Pollen,spectral,SIL,metric
GLMPCA,0.48,GLMPCA,GLMPCA,SIMLR,Pollen,spectral,SIL,linear
PaCMAP,0.67,PaCMAP,PaCMAP,SIMLR,Pollen,spectral,SIL,metric
ParametricUMAP200,0.51,Parametric UMAP 200,UMAP,SIMLR,Pollen,spectral,SIL,graph
scScope,0.35,scScope,scScope,SIMLR,Pollen,spectral,SIL,deep
scvis,0.29,scvis,scvis,SIMLR,Pollen,spectral,SIL,deep
EDGE,0.5,EDGE,EDGE,SIMLR,Pollen,spectral,SIL,graph
TriMap,0.25,TriMap,TriMap,SIMLR,Pollen,spectral,SIL,metric
ParametricUMAP50,0.36,Parametric UMAP 50,UMAP,SIMLR,Pollen,spectral,SIL,graph
DRA,0.36,DRA,DRA,SIMLR,Pollen,spectral,SIL,deep
SIMLR,0.06,SIMLR,SIMLR,SIMLR,Pollen,spectral,SIL,graph
SAUCIE,0.37,SAUCIE,SAUCIE,SIMLR,Pollen,spectral,SIL,deep
PCA,0.47,PCA,PCA,SIMLR,Pollen,spectral,SIL,linear
PHATE,0.27,PHATE,PHATE,SIMLR,Pollen,spectral,SIL,graph
ivis,0.47,IVIS,IVIS,SIMLR,Usoskin,kmeans,ARI,metric
scGAE,0.13,scGAE,scGAE,SIMLR,Usoskin,kmeans,ARI,deep
VASC,0.39,VASC,VASC,SIMLR,Usoskin,kmeans,ARI,deep
scGBM,0.67,scGBM,scGBM,SIMLR,Usoskin,kmeans,ARI,linear
SPDR,0.91,SPDR,SPDR,SIMLR,Usoskin,kmeans,ARI,graph
pCMF,0.02,pCMF,pCMF,SIMLR,Usoskin,kmeans,ARI,linear
SQuaD_MDS_hybrid,0.48,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,kmeans,ARI,metric
SCDRHA,0.5,SCDRHA,SCDRHA,SIMLR,Usoskin,kmeans,ARI,deep
TSNE,0.63,t-SNE,t-SNE,SIMLR,Usoskin,kmeans,ARI,metric
UMAP,0.55,UMAP,UMAP,SIMLR,Usoskin,kmeans,ARI,graph
VAE,0.07,VAE,VAE,SIMLR,Usoskin,kmeans,ARI,deep
DREAM,0.63,DREAM,DREAM,SIMLR,Usoskin,kmeans,ARI,deep
ZIFA,0.4,ZIFA,ZIFA,SIMLR,Usoskin,kmeans,ARI,linear
SSNMDI,0.37,SSNMDI,SSNMDI,SIMLR,Usoskin,kmeans,ARI,linear
tGPLVM,0.36,tGPLVM,tGPLVM,SIMLR,Usoskin,kmeans,ARI,linear
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,kmeans,ARI,metric
GLMPCA,0.67,GLMPCA,GLMPCA,SIMLR,Usoskin,kmeans,ARI,linear
PaCMAP,0.52,PaCMAP,PaCMAP,SIMLR,Usoskin,kmeans,ARI,metric
ParametricUMAP200,0.51,Parametric UMAP 200,UMAP,SIMLR,Usoskin,kmeans,ARI,graph
scScope,0.05,scScope,scScope,SIMLR,Usoskin,kmeans,ARI,deep
scvis,0.39,scvis,scvis,SIMLR,Usoskin,kmeans,ARI,deep
EDGE,0.54,EDGE,EDGE,SIMLR,Usoskin,kmeans,ARI,graph
TriMap,0.9,TriMap,TriMap,SIMLR,Usoskin,kmeans,ARI,metric
ParametricUMAP50,0.66,Parametric UMAP 50,UMAP,SIMLR,Usoskin,kmeans,ARI,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,kmeans,ARI,deep
SIMLR,0.93,SIMLR,SIMLR,SIMLR,Usoskin,kmeans,ARI,graph
SAUCIE,0.02,SAUCIE,SAUCIE,SIMLR,Usoskin,kmeans,ARI,deep
PCA,0.39,PCA,PCA,SIMLR,Usoskin,kmeans,ARI,linear
PHATE,0.91,PHATE,PHATE,SIMLR,Usoskin,kmeans,ARI,graph
ivis,0.49,IVIS,IVIS,SIMLR,Usoskin,kmeans,COMP,metric
scGAE,0.15,scGAE,scGAE,SIMLR,Usoskin,kmeans,COMP,deep
VASC,0.42,VASC,VASC,SIMLR,Usoskin,kmeans,COMP,deep
scGBM,0.69,scGBM,scGBM,SIMLR,Usoskin,kmeans,COMP,linear
SPDR,0.89,SPDR,SPDR,SIMLR,Usoskin,kmeans,COMP,graph
pCMF,0.02,pCMF,pCMF,SIMLR,Usoskin,kmeans,COMP,linear
SQuaD_MDS_hybrid,0.51,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,kmeans,COMP,metric
SCDRHA,0.55,SCDRHA,SCDRHA,SIMLR,Usoskin,kmeans,COMP,deep
TSNE,0.66,t-SNE,t-SNE,SIMLR,Usoskin,kmeans,COMP,metric
UMAP,0.63,UMAP,UMAP,SIMLR,Usoskin,kmeans,COMP,graph
VAE,0.08,VAE,VAE,SIMLR,Usoskin,kmeans,COMP,deep
DREAM,0.72,DREAM,DREAM,SIMLR,Usoskin,kmeans,COMP,deep
ZIFA,0.46,ZIFA,ZIFA,SIMLR,Usoskin,kmeans,COMP,linear
SSNMDI,0.36,SSNMDI,SSNMDI,SIMLR,Usoskin,kmeans,COMP,linear
tGPLVM,0.47,tGPLVM,tGPLVM,SIMLR,Usoskin,kmeans,COMP,linear
SQuaD_MDS,0.36,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,kmeans,COMP,metric
GLMPCA,0.69,GLMPCA,GLMPCA,SIMLR,Usoskin,kmeans,COMP,linear
PaCMAP,0.51,PaCMAP,PaCMAP,SIMLR,Usoskin,kmeans,COMP,metric
ParametricUMAP200,0.58,Parametric UMAP 200,UMAP,SIMLR,Usoskin,kmeans,COMP,graph
scScope,0.08,scScope,scScope,SIMLR,Usoskin,kmeans,COMP,deep
scvis,0.66,scvis,scvis,SIMLR,Usoskin,kmeans,COMP,deep
EDGE,0.58,EDGE,EDGE,SIMLR,Usoskin,kmeans,COMP,graph
TriMap,0.88,TriMap,TriMap,SIMLR,Usoskin,kmeans,COMP,metric
ParametricUMAP50,0.61,Parametric UMAP 50,UMAP,SIMLR,Usoskin,kmeans,COMP,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,kmeans,COMP,deep
SIMLR,0.89,SIMLR,SIMLR,SIMLR,Usoskin,kmeans,COMP,graph
SAUCIE,0.04,SAUCIE,SAUCIE,SIMLR,Usoskin,kmeans,COMP,deep
PCA,0.43,PCA,PCA,SIMLR,Usoskin,kmeans,COMP,linear
PHATE,0.88,PHATE,PHATE,SIMLR,Usoskin,kmeans,COMP,graph
ivis,0.51,IVIS,IVIS,SIMLR,Usoskin,kmeans,HOMO,metric
scGAE,0.16,scGAE,scGAE,SIMLR,Usoskin,kmeans,HOMO,deep
VASC,0.43,VASC,VASC,SIMLR,Usoskin,kmeans,HOMO,deep
scGBM,0.7,scGBM,scGBM,SIMLR,Usoskin,kmeans,HOMO,linear
SPDR,0.86,SPDR,SPDR,SIMLR,Usoskin,kmeans,HOMO,graph
pCMF,0.01,pCMF,pCMF,SIMLR,Usoskin,kmeans,HOMO,linear
SQuaD_MDS_hybrid,0.52,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,kmeans,HOMO,metric
SCDRHA,0.55,SCDRHA,SCDRHA,SIMLR,Usoskin,kmeans,HOMO,deep
TSNE,0.69,t-SNE,t-SNE,SIMLR,Usoskin,kmeans,HOMO,metric
UMAP,0.64,UMAP,UMAP,SIMLR,Usoskin,kmeans,HOMO,graph
VAE,0.09,VAE,VAE,SIMLR,Usoskin,kmeans,HOMO,deep
DREAM,0.73,DREAM,DREAM,SIMLR,Usoskin,kmeans,HOMO,deep
ZIFA,0.45,ZIFA,ZIFA,SIMLR,Usoskin,kmeans,HOMO,linear
SSNMDI,0.36,SSNMDI,SSNMDI,SIMLR,Usoskin,kmeans,HOMO,linear
tGPLVM,0.37,tGPLVM,tGPLVM,SIMLR,Usoskin,kmeans,HOMO,linear
SQuaD_MDS,0.37,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,kmeans,HOMO,metric
GLMPCA,0.71,GLMPCA,GLMPCA,SIMLR,Usoskin,kmeans,HOMO,linear
PaCMAP,0.51,PaCMAP,PaCMAP,SIMLR,Usoskin,kmeans,HOMO,metric
ParametricUMAP200,0.6,Parametric UMAP 200,UMAP,SIMLR,Usoskin,kmeans,HOMO,graph
scScope,0.08,scScope,scScope,SIMLR,Usoskin,kmeans,HOMO,deep
