method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,family
SSNMDI,0.09,SSNMDI,SSNMDI,benchmarker,Pancreatic,louvain,COMP,linear
tGPLVM,0.07,tGPLVM,tGPLVM,benchmarker,Pancreatic,louvain,COMP,linear
SQuaD_MDS,0.36,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,louvain,COMP,metric
GLMPCA,0.45,GLMPCA,GLMPCA,benchmarker,Pancreatic,louvain,COMP,linear
PaCMAP,0.07,PaCMAP,PaCMAP,benchmarker,Pancreatic,louvain,COMP,metric
ParametricUMAP200,0.63,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,louvain,COMP,graph
scScope,0.19,scScope,scScope,benchmarker,Pancreatic,louvain,COMP,deep
scvis,0.77,scvis,scvis,benchmarker,Pancreatic,louvain,COMP,deep
EDGE,0.48,EDGE,EDGE,benchmarker,Pancreatic,louvain,COMP,graph
TriMap,0.73,TriMap,TriMap,benchmarker,Pancreatic,louvain,COMP,metric
ParametricUMAP50,0.72,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,louvain,COMP,graph
DRA,0.06,DRA,DRA,benchmarker,Pancreatic,louvain,COMP,deep
SIMLR,0.66,SIMLR,SIMLR,benchmarker,Pancreatic,louvain,COMP,graph
SAUCIE,0.37,SAUCIE,SAUCIE,benchmarker,Pancreatic,louvain,COMP,deep
PCA,0.5,PCA,PCA,benchmarker,Pancreatic,louvain,COMP,linear
PHATE,0.51,PHATE,PHATE,benchmarker,Pancreatic,louvain,COMP,graph
ivis,0.36,IVIS,IVIS,benchmarker,Pancreatic,louvain,HOMO,metric
scGAE,0.45,scGAE,scGAE,benchmarker,Pancreatic,louvain,HOMO,deep
VASC,0.39,VASC,VASC,benchmarker,Pancreatic,louvain,HOMO,deep
scGBM,0.44,scGBM,scGBM,benchmarker,Pancreatic,louvain,HOMO,linear
SPDR,0.38,SPDR,SPDR,benchmarker,Pancreatic,louvain,HOMO,graph
pCMF,0.34,pCMF,pCMF,benchmarker,Pancreatic,louvain,HOMO,linear
SQuaD_MDS_hybrid,0.35,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,louvain,HOMO,metric
SCDRHA,0.39,SCDRHA,SCDRHA,benchmarker,Pancreatic,louvain,HOMO,deep
TSNE,0.28,t-SNE,t-SNE,benchmarker,Pancreatic,louvain,HOMO,metric
UMAP,0.49,UMAP,UMAP,benchmarker,Pancreatic,louvain,HOMO,graph
VAE,0.21,VAE,VAE,benchmarker,Pancreatic,louvain,HOMO,deep
DREAM,0.38,DREAM,DREAM,benchmarker,Pancreatic,louvain,HOMO,deep
ZIFA,0.4,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,HOMO,linear
SSNMDI,0.07,SSNMDI,SSNMDI,benchmarker,Pancreatic,louvain,HOMO,linear
tGPLVM,0.06,tGPLVM,tGPLVM,benchmarker,Pancreatic,louvain,HOMO,linear
SQuaD_MDS,0.3,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,louvain,HOMO,metric
GLMPCA,0.37,GLMPCA,GLMPCA,benchmarker,Pancreatic,louvain,HOMO,linear
PaCMAP,0.06,PaCMAP,PaCMAP,benchmarker,Pancreatic,louvain,HOMO,metric
ParametricUMAP200,0.52,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,louvain,HOMO,graph
scScope,0.16,scScope,scScope,benchmarker,Pancreatic,louvain,HOMO,deep
scvis,0.63,scvis,scvis,benchmarker,Pancreatic,louvain,HOMO,deep
EDGE,0.4,EDGE,EDGE,benchmarker,Pancreatic,louvain,HOMO,graph
TriMap,0.59,TriMap,TriMap,benchmarker,Pancreatic,louvain,HOMO,metric
ParametricUMAP50,0.6,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,louvain,HOMO,graph
DRA,0.04,DRA,DRA,benchmarker,Pancreatic,louvain,HOMO,deep
SIMLR,0.55,SIMLR,SIMLR,benchmarker,Pancreatic,louvain,HOMO,graph
SAUCIE,0.31,SAUCIE,SAUCIE,benchmarker,Pancreatic,louvain,HOMO,deep
PCA,0.42,PCA,PCA,benchmarker,Pancreatic,louvain,HOMO,linear
PHATE,0.42,PHATE,PHATE,benchmarker,Pancreatic,louvain,HOMO,graph
ivis,0.4,IVIS,IVIS,benchmarker,Pancreatic,louvain,NMI,metric
scGAE,0.54,scGAE,scGAE,benchmarker,Pancreatic,louvain,NMI,deep
VASC,0.43,VASC,VASC,benchmarker,Pancreatic,louvain,NMI,deep
scGBM,0.49,scGBM,scGBM,benchmarker,Pancreatic,louvain,NMI,linear
SPDR,0.47,SPDR,SPDR,benchmarker,Pancreatic,louvain,NMI,graph
pCMF,0.41,pCMF,pCMF,benchmarker,Pancreatic,louvain,NMI,linear
SQuaD_MDS_hybrid,0.38,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,louvain,NMI,metric
SCDRHA,0.47,SCDRHA,SCDRHA,benchmarker,Pancreatic,louvain,NMI,deep
TSNE,0.34,t-SNE,t-SNE,benchmarker,Pancreatic,louvain,NMI,metric
UMAP,0.54,UMAP,UMAP,benchmarker,Pancreatic,louvain,NMI,graph
VAE,0.26,VAE,VAE,benchmarker,Pancreatic,louvain,NMI,deep
DREAM,0.42,DREAM,DREAM,benchmarker,Pancreatic,louvain,NMI,deep
ZIFA,0.44,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,NMI,linear
SSNMDI,0.08,SSNMDI,SSNMDI,benchmarker,Pancreatic,louvain,NMI,linear
tGPLVM,0.06,tGPLVM,tGPLVM,benchmarker,Pancreatic,louvain,NMI,linear
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,louvain,NMI,metric
GLMPCA,0.41,GLMPCA,GLMPCA,benchmarker,Pancreatic,louvain,NMI,linear
PaCMAP,0.06,PaCMAP,PaCMAP,benchmarker,Pancreatic,louvain,NMI,metric
ParametricUMAP200,0.57,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,louvain,NMI,graph
scScope,0.17,scScope,scScope,benchmarker,Pancreatic,louvain,NMI,deep
scvis,0.69,scvis,scvis,benchmarker,Pancreatic,louvain,NMI,deep
EDGE,0.44,EDGE,EDGE,benchmarker,Pancreatic,louvain,NMI,graph
TriMap,0.65,TriMap,TriMap,benchmarker,Pancreatic,louvain,NMI,metric
ParametricUMAP50,0.66,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,louvain,NMI,graph
DRA,0.04,DRA,DRA,benchmarker,Pancreatic,louvain,NMI,deep
SIMLR,0.6,SIMLR,SIMLR,benchmarker,Pancreatic,louvain,NMI,graph
SAUCIE,0.33,SAUCIE,SAUCIE,benchmarker,Pancreatic,louvain,NMI,deep
PCA,0.45,PCA,PCA,benchmarker,Pancreatic,louvain,NMI,linear
PHATE,0.46,PHATE,PHATE,benchmarker,Pancreatic,louvain,NMI,graph
ivis,0.4,IVIS,IVIS,benchmarker,Pancreatic,louvain,SIL,metric
scGAE,0.41,scGAE,scGAE,benchmarker,Pancreatic,louvain,SIL,deep
VASC,0.33,VASC,VASC,benchmarker,Pancreatic,louvain,SIL,deep
scGBM,0.47,scGBM,scGBM,benchmarker,Pancreatic,louvain,SIL,linear
SPDR,0.21,SPDR,SPDR,benchmarker,Pancreatic,louvain,SIL,graph
pCMF,0.36,pCMF,pCMF,benchmarker,Pancreatic,louvain,SIL,linear
SQuaD_MDS_hybrid,0.38,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,louvain,SIL,metric
SCDRHA,0.46,SCDRHA,SCDRHA,benchmarker,Pancreatic,louvain,SIL,deep
TSNE,0.3,t-SNE,t-SNE,benchmarker,Pancreatic,louvain,SIL,metric
UMAP,0.46,UMAP,UMAP,benchmarker,Pancreatic,louvain,SIL,graph
VAE,0.63,VAE,VAE,benchmarker,Pancreatic,louvain,SIL,deep
DREAM,0.34,DREAM,DREAM,benchmarker,Pancreatic,louvain,SIL,deep
ZIFA,0.25,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,SIL,linear
SSNMDI,0.26,SSNMDI,SSNMDI,benchmarker,Pancreatic,louvain,SIL,linear
tGPLVM,0.47,tGPLVM,tGPLVM,benchmarker,Pancreatic,louvain,SIL,linear
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,louvain,SIL,metric
GLMPCA,0.36,GLMPCA,GLMPCA,benchmarker,Pancreatic,louvain,SIL,linear
PaCMAP,0.56,PaCMAP,PaCMAP,benchmarker,Pancreatic,louvain,SIL,metric
ParametricUMAP200,0.34,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,louvain,SIL,graph
scScope,0.31,scScope,scScope,benchmarker,Pancreatic,louvain,SIL,deep
scvis,0.27,scvis,scvis,benchmarker,Pancreatic,louvain,SIL,deep
EDGE,0.4,EDGE,EDGE,benchmarker,Pancreatic,louvain,SIL,graph
TriMap,0.49,TriMap,TriMap,benchmarker,Pancreatic,louvain,SIL,metric
ParametricUMAP50,0.42,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,louvain,SIL,graph
DRA,0.35,DRA,DRA,benchmarker,Pancreatic,louvain,SIL,deep
SIMLR,0.53,SIMLR,SIMLR,benchmarker,Pancreatic,louvain,SIL,graph
SAUCIE,0.53,SAUCIE,SAUCIE,benchmarker,Pancreatic,louvain,SIL,deep
PCA,0.22,PCA,PCA,benchmarker,Pancreatic,louvain,SIL,linear
PHATE,0.21,PHATE,PHATE,benchmarker,Pancreatic,louvain,SIL,graph
ivis,0.25,IVIS,IVIS,benchmarker,Pancreatic,spectral,ARI,metric
scGAE,0.54,scGAE,scGAE,benchmarker,Pancreatic,spectral,ARI,deep
VASC,0.24,VASC,VASC,benchmarker,Pancreatic,spectral,ARI,deep
scGBM,0.45,scGBM,scGBM,benchmarker,Pancreatic,spectral,ARI,linear
SPDR,0.61,SPDR,SPDR,benchmarker,Pancreatic,spectral,ARI,graph
pCMF,0.34,pCMF,pCMF,benchmarker,Pancreatic,spectral,ARI,linear
SQuaD_MDS_hybrid,0.36,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,spectral,ARI,metric
SCDRHA,0.18,SCDRHA,SCDRHA,benchmarker,Pancreatic,spectral,ARI,deep
TSNE,0.24,t-SNE,t-SNE,benchmarker,Pancreatic,spectral,ARI,metric
UMAP,0.51,UMAP,UMAP,benchmarker,Pancreatic,spectral,ARI,graph
VAE,0.18,VAE,VAE,benchmarker,Pancreatic,spectral,ARI,deep
DREAM,0.25,DREAM,DREAM,benchmarker,Pancreatic,spectral,ARI,deep
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,ARI,linear
SSNMDI,-0.02,SSNMDI,SSNMDI,benchmarker,Pancreatic,spectral,ARI,linear
tGPLVM,0.06,tGPLVM,tGPLVM,benchmarker,Pancreatic,spectral,ARI,linear
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,spectral,ARI,metric
GLMPCA,0.4,GLMPCA,GLMPCA,benchmarker,Pancreatic,spectral,ARI,linear
PaCMAP,-0.01,PaCMAP,PaCMAP,benchmarker,Pancreatic,spectral,ARI,metric
ParametricUMAP200,0.67,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,spectral,ARI,graph
scScope,0.07,scScope,scScope,benchmarker,Pancreatic,spectral,ARI,deep
scvis,0.73,scvis,scvis,benchmarker,Pancreatic,spectral,ARI,deep
EDGE,0.32,EDGE,EDGE,benchmarker,Pancreatic,spectral,ARI,graph
TriMap,0.82,TriMap,TriMap,benchmarker,Pancreatic,spectral,ARI,metric
ParametricUMAP50,0.68,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,spectral,ARI,graph
DRA,-0.02,DRA,DRA,benchmarker,Pancreatic,spectral,ARI,deep
SIMLR,0.6,SIMLR,SIMLR,benchmarker,Pancreatic,spectral,ARI,graph
SAUCIE,0.14,SAUCIE,SAUCIE,benchmarker,Pancreatic,spectral,ARI,deep
PCA,0.4,PCA,PCA,benchmarker,Pancreatic,spectral,ARI,linear
PHATE,0.39,PHATE,PHATE,benchmarker,Pancreatic,spectral,ARI,graph
ivis,0.37,IVIS,IVIS,benchmarker,Pancreatic,spectral,COMP,metric
scGAE,0.67,scGAE,scGAE,benchmarker,Pancreatic,spectral,COMP,deep
VASC,0.45,VASC,VASC,benchmarker,Pancreatic,spectral,COMP,deep
scGBM,0.6,scGBM,scGBM,benchmarker,Pancreatic,spectral,COMP,linear
SPDR,0.68,SPDR,SPDR,benchmarker,Pancreatic,spectral,COMP,graph
pCMF,0.5,pCMF,pCMF,benchmarker,Pancreatic,spectral,COMP,linear
SQuaD_MDS_hybrid,0.48,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,spectral,COMP,metric
SCDRHA,0.41,SCDRHA,SCDRHA,benchmarker,Pancreatic,spectral,COMP,deep
TSNE,0.4,t-SNE,t-SNE,benchmarker,Pancreatic,spectral,COMP,metric
UMAP,0.63,UMAP,UMAP,benchmarker,Pancreatic,spectral,COMP,graph
VAE,0.44,VAE,VAE,benchmarker,Pancreatic,spectral,COMP,deep
DREAM,0.41,DREAM,DREAM,benchmarker,Pancreatic,spectral,COMP,deep
ZIFA,0.56,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,COMP,linear
SSNMDI,0.12,SSNMDI,SSNMDI,benchmarker,Pancreatic,spectral,COMP,linear
tGPLVM,0.19,tGPLVM,tGPLVM,benchmarker,Pancreatic,spectral,COMP,linear
SQuaD_MDS,0.45,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,spectral,COMP,metric
GLMPCA,0.58,GLMPCA,GLMPCA,benchmarker,Pancreatic,spectral,COMP,linear
PaCMAP,0.11,PaCMAP,PaCMAP,benchmarker,Pancreatic,spectral,COMP,metric
ParametricUMAP200,0.77,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,spectral,COMP,graph
scScope,0.25,scScope,scScope,benchmarker,Pancreatic,spectral,COMP,deep
scvis,0.78,scvis,scvis,benchmarker,Pancreatic,spectral,COMP,deep
EDGE,0.49,EDGE,EDGE,benchmarker,Pancreatic,spectral,COMP,graph
TriMap,0.84,TriMap,TriMap,benchmarker,Pancreatic,spectral,COMP,metric
ParametricUMAP50,0.77,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,spectral,COMP,graph
DRA,0.12,DRA,DRA,benchmarker,Pancreatic,spectral,COMP,deep
SIMLR,0.69,SIMLR,SIMLR,benchmarker,Pancreatic,spectral,COMP,graph
SAUCIE,0.35,SAUCIE,SAUCIE,benchmarker,Pancreatic,spectral,COMP,deep
PCA,0.53,PCA,PCA,benchmarker,Pancreatic,spectral,COMP,linear
PHATE,0.56,PHATE,PHATE,benchmarker,Pancreatic,spectral,COMP,graph
ivis,0.4,IVIS,IVIS,benchmarker,Pancreatic,spectral,HOMO,metric
scGAE,0.72,scGAE,scGAE,benchmarker,Pancreatic,spectral,HOMO,deep
VASC,0.47,VASC,VASC,benchmarker,Pancreatic,spectral,HOMO,deep
scGBM,0.63,scGBM,scGBM,benchmarker,Pancreatic,spectral,HOMO,linear
SPDR,0.72,SPDR,SPDR,benchmarker,Pancreatic,spectral,HOMO,graph
pCMF,0.54,pCMF,pCMF,benchmarker,Pancreatic,spectral,HOMO,linear
SQuaD_MDS_hybrid,0.51,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,spectral,HOMO,metric
SCDRHA,0.42,SCDRHA,SCDRHA,benchmarker,Pancreatic,spectral,HOMO,deep
TSNE,0.43,t-SNE,t-SNE,benchmarker,Pancreatic,spectral,HOMO,metric
UMAP,0.68,UMAP,UMAP,benchmarker,Pancreatic,spectral,HOMO,graph
VAE,0.41,VAE,VAE,benchmarker,Pancreatic,spectral,HOMO,deep
DREAM,0.44,DREAM,DREAM,benchmarker,Pancreatic,spectral,HOMO,deep
ZIFA,0.6,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,HOMO,linear
SSNMDI,0.13,SSNMDI,SSNMDI,benchmarker,Pancreatic,spectral,HOMO,linear
tGPLVM,0.21,tGPLVM,tGPLVM,benchmarker,Pancreatic,spectral,HOMO,linear
SQuaD_MDS,0.49,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,spectral,HOMO,metric
GLMPCA,0.63,GLMPCA,GLMPCA,benchmarker,Pancreatic,spectral,HOMO,linear
PaCMAP,0.12,PaCMAP,PaCMAP,benchmarker,Pancreatic,spectral,HOMO,metric
ParametricUMAP200,0.82,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,spectral,HOMO,graph
scScope,0.27,scScope,scScope,benchmarker,Pancreatic,spectral,HOMO,deep
scvis,0.83,scvis,scvis,benchmarker,Pancreatic,spectral,HOMO,deep
EDGE,0.52,EDGE,EDGE,benchmarker,Pancreatic,spectral,HOMO,graph
TriMap,0.87,TriMap,TriMap,benchmarker,Pancreatic,spectral,HOMO,metric
ParametricUMAP50,0.82,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,spectral,HOMO,graph
DRA,0.13,DRA,DRA,benchmarker,Pancreatic,spectral,HOMO,deep
SIMLR,0.73,SIMLR,SIMLR,benchmarker,Pancreatic,spectral,HOMO,graph
SAUCIE,0.37,SAUCIE,SAUCIE,benchmarker,Pancreatic,spectral,HOMO,deep
PCA,0.57,PCA,PCA,benchmarker,Pancreatic,spectral,HOMO,linear
PHATE,0.6,PHATE,PHATE,benchmarker,Pancreatic,spectral,HOMO,graph
ivis,0.39,IVIS,IVIS,benchmarker,Pancreatic,spectral,NMI,metric
scGAE,0.69,scGAE,scGAE,benchmarker,Pancreatic,spectral,NMI,deep
VASC,0.46,VASC,VASC,benchmarker,Pancreatic,spectral,NMI,deep
scGBM,0.61,scGBM,scGBM,benchmarker,Pancreatic,spectral,NMI,linear
SPDR,0.7,SPDR,SPDR,benchmarker,Pancreatic,spectral,NMI,graph
pCMF,0.52,pCMF,pCMF,benchmarker,Pancreatic,spectral,NMI,linear
SQuaD_MDS_hybrid,0.5,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,spectral,NMI,metric
SCDRHA,0.42,SCDRHA,SCDRHA,benchmarker,Pancreatic,spectral,NMI,deep
TSNE,0.42,t-SNE,t-SNE,benchmarker,Pancreatic,spectral,NMI,metric
UMAP,0.65,UMAP,UMAP,benchmarker,Pancreatic,spectral,NMI,graph
VAE,0.42,VAE,VAE,benchmarker,Pancreatic,spectral,NMI,deep
DREAM,0.42,DREAM,DREAM,benchmarker,Pancreatic,spectral,NMI,deep
ZIFA,0.58,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,NMI,linear
SSNMDI,0.13,SSNMDI,SSNMDI,benchmarker,Pancreatic,spectral,NMI,linear
tGPLVM,0.2,tGPLVM,tGPLVM,benchmarker,Pancreatic,spectral,NMI,linear
SQuaD_MDS,0.47,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,spectral,NMI,metric
GLMPCA,0.6,GLMPCA,GLMPCA,benchmarker,Pancreatic,spectral,NMI,linear
PaCMAP,0.12,PaCMAP,PaCMAP,benchmarker,Pancreatic,spectral,NMI,metric
ParametricUMAP200,0.79,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,spectral,NMI,graph
scScope,0.26,scScope,scScope,benchmarker,Pancreatic,spectral,NMI,deep
scvis,0.8,scvis,scvis,benchmarker,Pancreatic,spectral,NMI,deep
EDGE,0.5,EDGE,EDGE,benchmarker,Pancreatic,spectral,NMI,graph
TriMap,0.86,TriMap,TriMap,benchmarker,Pancreatic,spectral,NMI,metric
ParametricUMAP50,0.79,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,spectral,NMI,graph
DRA,0.13,DRA,DRA,benchmarker,Pancreatic,spectral,NMI,deep
SIMLR,0.71,SIMLR,SIMLR,benchmarker,Pancreatic,spectral,NMI,graph
SAUCIE,0.36,SAUCIE,SAUCIE,benchmarker,Pancreatic,spectral,NMI,deep
PCA,0.55,PCA,PCA,benchmarker,Pancreatic,spectral,NMI,linear
PHATE,0.58,PHATE,PHATE,benchmarker,Pancreatic,spectral,NMI,graph
ivis,0.4,IVIS,IVIS,benchmarker,Pancreatic,spectral,SIL,metric
scGAE,0.42,scGAE,scGAE,benchmarker,Pancreatic,spectral,SIL,deep
VASC,0.4,VASC,VASC,benchmarker,Pancreatic,spectral,SIL,deep
scGBM,0.53,scGBM,scGBM,benchmarker,Pancreatic,spectral,SIL,linear
SPDR,0.4,SPDR,SPDR,benchmarker,Pancreatic,spectral,SIL,graph
pCMF,0.31,pCMF,pCMF,benchmarker,Pancreatic,spectral,SIL,linear
SQuaD_MDS_hybrid,0.37,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Pancreatic,spectral,SIL,metric
SCDRHA,0.51,SCDRHA,SCDRHA,benchmarker,Pancreatic,spectral,SIL,deep
TSNE,0.31,t-SNE,t-SNE,benchmarker,Pancreatic,spectral,SIL,metric
UMAP,0.54,UMAP,UMAP,benchmarker,Pancreatic,spectral,SIL,graph
VAE,0.62,VAE,VAE,benchmarker,Pancreatic,spectral,SIL,deep
DREAM,0.26,DREAM,DREAM,benchmarker,Pancreatic,spectral,SIL,deep
ZIFA,0.43,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,SIL,linear
SSNMDI,0.4,SSNMDI,SSNMDI,benchmarker,Pancreatic,spectral,SIL,linear
tGPLVM,0.51,tGPLVM,tGPLVM,benchmarker,Pancreatic,spectral,SIL,linear
SQuaD_MDS,0.3,SQuaD-MDS,SQuaD-MDS,benchmarker,Pancreatic,spectral,SIL,metric
GLMPCA,0.49,GLMPCA,GLMPCA,benchmarker,Pancreatic,spectral,SIL,linear
PaCMAP,0.65,PaCMAP,PaCMAP,benchmarker,Pancreatic,spectral,SIL,metric
ParametricUMAP200,0.6,Parametric UMAP 200,UMAP,benchmarker,Pancreatic,spectral,SIL,graph
scScope,0.29,scScope,scScope,benchmarker,Pancreatic,spectral,SIL,deep
scvis,0.27,scvis,scvis,benchmarker,Pancreatic,spectral,SIL,deep
EDGE,0.35,EDGE,EDGE,benchmarker,Pancreatic,spectral,SIL,graph
TriMap,0.64,TriMap,TriMap,benchmarker,Pancreatic,spectral,SIL,metric
ParametricUMAP50,0.62,Parametric UMAP 50,UMAP,benchmarker,Pancreatic,spectral,SIL,graph
DRA,0.38,DRA,DRA,benchmarker,Pancreatic,spectral,SIL,deep
SIMLR,0.73,SIMLR,SIMLR,benchmarker,Pancreatic,spectral,SIL,graph
SAUCIE,0.42,SAUCIE,SAUCIE,benchmarker,Pancreatic,spectral,SIL,deep
PCA,0.43,PCA,PCA,benchmarker,Pancreatic,spectral,SIL,linear
PHATE,0.29,PHATE,PHATE,benchmarker,Pancreatic,spectral,SIL,graph
ivis,0.23,IVIS,IVIS,benchmarker,Silver,kmeans,ARI,metric
scGAE,0.11,scGAE,scGAE,benchmarker,Silver,kmeans,ARI,deep
VASC,0.41,VASC,VASC,benchmarker,Silver,kmeans,ARI,deep
scGBM,0.32,scGBM,scGBM,benchmarker,Silver,kmeans,ARI,linear
SPDR,0.26,SPDR,SPDR,benchmarker,Silver,kmeans,ARI,graph
pCMF,0.01,pCMF,pCMF,benchmarker,Silver,kmeans,ARI,linear
SQuaD_MDS_hybrid,0.28,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Silver,kmeans,ARI,metric
SCDRHA,0.26,SCDRHA,SCDRHA,benchmarker,Silver,kmeans,ARI,deep
TSNE,0.3,t-SNE,t-SNE,benchmarker,Silver,kmeans,ARI,metric
UMAP,0.28,UMAP,UMAP,benchmarker,Silver,kmeans,ARI,graph
VAE,0.29,VAE,VAE,benchmarker,Silver,kmeans,ARI,deep
DREAM,0.22,DREAM,DREAM,benchmarker,Silver,kmeans,ARI,deep
ZIFA,0.27,ZIFA,ZIFA,benchmarker,Silver,kmeans,ARI,linear
SSNMDI,-0.0,SSNMDI,SSNMDI,benchmarker,Silver,kmeans,ARI,linear
tGPLVM,0.4,tGPLVM,tGPLVM,benchmarker,Silver,kmeans,ARI,linear
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,benchmarker,Silver,kmeans,ARI,metric
GLMPCA,0.32,GLMPCA,GLMPCA,benchmarker,Silver,kmeans,ARI,linear
PaCMAP,0.0,PaCMAP,PaCMAP,benchmarker,Silver,kmeans,ARI,metric
ParametricUMAP200,0.28,Parametric UMAP 200,UMAP,benchmarker,Silver,kmeans,ARI,graph
scScope,0.28,scScope,scScope,benchmarker,Silver,kmeans,ARI,deep
scvis,0.24,scvis,scvis,benchmarker,Silver,kmeans,ARI,deep
EDGE,0.31,EDGE,EDGE,benchmarker,Silver,kmeans,ARI,graph
TriMap,0.26,TriMap,TriMap,benchmarker,Silver,kmeans,ARI,metric
ParametricUMAP50,0.27,Parametric UMAP 50,UMAP,benchmarker,Silver,kmeans,ARI,graph
DRA,0.0,DRA,DRA,benchmarker,Silver,kmeans,ARI,deep
SIMLR,0.23,SIMLR,SIMLR,benchmarker,Silver,kmeans,ARI,graph
SAUCIE,0.04,SAUCIE,SAUCIE,benchmarker,Silver,kmeans,ARI,deep
PCA,0.23,PCA,PCA,benchmarker,Silver,kmeans,ARI,linear
PHATE,0.22,PHATE,PHATE,benchmarker,Silver,kmeans,ARI,graph
ivis,0.38,IVIS,IVIS,benchmarker,Silver,kmeans,COMP,metric
scGAE,0.19,scGAE,scGAE,benchmarker,Silver,kmeans,COMP,deep
VASC,0.44,VASC,VASC,benchmarker,Silver,kmeans,COMP,deep
scGBM,0.39,scGBM,scGBM,benchmarker,Silver,kmeans,COMP,linear
SPDR,0.4,SPDR,SPDR,benchmarker,Silver,kmeans,COMP,graph
pCMF,0.02,pCMF,pCMF,benchmarker,Silver,kmeans,COMP,linear
SQuaD_MDS_hybrid,0.36,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Silver,kmeans,COMP,metric
SCDRHA,0.4,SCDRHA,SCDRHA,benchmarker,Silver,kmeans,COMP,deep
TSNE,0.38,t-SNE,t-SNE,benchmarker,Silver,kmeans,COMP,metric
UMAP,0.36,UMAP,UMAP,benchmarker,Silver,kmeans,COMP,graph
VAE,0.37,VAE,VAE,benchmarker,Silver,kmeans,COMP,deep
DREAM,0.33,DREAM,DREAM,benchmarker,Silver,kmeans,COMP,deep
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Silver,kmeans,COMP,linear
SSNMDI,0.01,SSNMDI,SSNMDI,benchmarker,Silver,kmeans,COMP,linear
tGPLVM,0.39,tGPLVM,tGPLVM,benchmarker,Silver,kmeans,COMP,linear
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,benchmarker,Silver,kmeans,COMP,metric
GLMPCA,0.39,GLMPCA,GLMPCA,benchmarker,Silver,kmeans,COMP,linear
PaCMAP,0.01,PaCMAP,PaCMAP,benchmarker,Silver,kmeans,COMP,metric
ParametricUMAP200,0.37,Parametric UMAP 200,UMAP,benchmarker,Silver,kmeans,COMP,graph
scScope,0.35,scScope,scScope,benchmarker,Silver,kmeans,COMP,deep
scvis,0.41,scvis,scvis,benchmarker,Silver,kmeans,COMP,deep
EDGE,0.34,EDGE,EDGE,benchmarker,Silver,kmeans,COMP,graph
TriMap,0.39,TriMap,TriMap,benchmarker,Silver,kmeans,COMP,metric
ParametricUMAP50,0.38,Parametric UMAP 50,UMAP,benchmarker,Silver,kmeans,COMP,graph
DRA,0.01,DRA,DRA,benchmarker,Silver,kmeans,COMP,deep
SIMLR,0.37,SIMLR,SIMLR,benchmarker,Silver,kmeans,COMP,graph
SAUCIE,0.08,SAUCIE,SAUCIE,benchmarker,Silver,kmeans,COMP,deep
