method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,kmeans,ARI
pCMF,-0.0,pCMF,pCMF,simulate,out_0.3,kmeans,ARI
SQuaD_MDS_hybrid,0.9,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,ARI
SCDRHA,0.35,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,ARI
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,kmeans,ARI
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,kmeans,ARI
VAE,0.94,VAE,VAE,simulate,out_0.3,kmeans,ARI
DREAM,0.01,DREAM,DREAM,simulate,out_0.3,kmeans,ARI
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.3,kmeans,ARI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,ARI
tGPLVM,0.96,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,ARI
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,kmeans,ARI
GLMPCA,0.73,GLMPCA,GLMPCA,simulate,out_0.3,kmeans,ARI
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,out_0.3,kmeans,ARI
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,kmeans,ARI
scScope,0.02,scScope,scScope,simulate,out_0.3,kmeans,ARI
scvis,0.0,scvis,scvis,simulate,out_0.3,kmeans,ARI
EDGE,0.99,EDGE,EDGE,simulate,out_0.3,kmeans,ARI
TriMap,1.0,TriMap,TriMap,simulate,out_0.3,kmeans,ARI
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.3,kmeans,ARI
DRA,-0.0,DRA,DRA,simulate,out_0.3,kmeans,ARI
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.3,kmeans,ARI
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,kmeans,ARI
PCA,0.79,PCA,PCA,simulate,out_0.3,kmeans,ARI
PHATE,1.0,PHATE,PHATE,simulate,out_0.3,kmeans,ARI
ivis,0.16,IVIS,IVIS,simulate,out_0.3,kmeans,COMP
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,kmeans,COMP
scGBM,0.85,scGBM,scGBM,simulate,out_0.3,kmeans,COMP
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,kmeans,COMP
pCMF,0.0,pCMF,pCMF,simulate,out_0.3,kmeans,COMP
SQuaD_MDS_hybrid,0.86,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,COMP
SCDRHA,0.5,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,COMP
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,kmeans,COMP
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,kmeans,COMP
VAE,0.92,VAE,VAE,simulate,out_0.3,kmeans,COMP
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,kmeans,COMP
ZIFA,0.87,ZIFA,ZIFA,simulate,out_0.3,kmeans,COMP
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,COMP
tGPLVM,0.94,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,COMP
SQuaD_MDS,0.36,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,kmeans,COMP
GLMPCA,0.8,GLMPCA,GLMPCA,simulate,out_0.3,kmeans,COMP
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.3,kmeans,COMP
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,kmeans,COMP
scScope,0.02,scScope,scScope,simulate,out_0.3,kmeans,COMP
scvis,0.01,scvis,scvis,simulate,out_0.3,kmeans,COMP
EDGE,0.98,EDGE,EDGE,simulate,out_0.3,kmeans,COMP
TriMap,1.0,TriMap,TriMap,simulate,out_0.3,kmeans,COMP
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.3,kmeans,COMP
DRA,0.0,DRA,DRA,simulate,out_0.3,kmeans,COMP
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.3,kmeans,COMP
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,kmeans,COMP
PCA,0.87,PCA,PCA,simulate,out_0.3,kmeans,COMP
PHATE,1.0,PHATE,PHATE,simulate,out_0.3,kmeans,COMP
ivis,0.17,IVIS,IVIS,simulate,out_0.3,kmeans,HOMO
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,kmeans,HOMO
scGBM,0.87,scGBM,scGBM,simulate,out_0.3,kmeans,HOMO
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,kmeans,HOMO
pCMF,0.0,pCMF,pCMF,simulate,out_0.3,kmeans,HOMO
SQuaD_MDS_hybrid,0.87,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,HOMO
SCDRHA,0.51,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,HOMO
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,kmeans,HOMO
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,kmeans,HOMO
VAE,0.92,VAE,VAE,simulate,out_0.3,kmeans,HOMO
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,kmeans,HOMO
ZIFA,0.89,ZIFA,ZIFA,simulate,out_0.3,kmeans,HOMO
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,HOMO
tGPLVM,0.94,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,HOMO
SQuaD_MDS,0.38,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,kmeans,HOMO
GLMPCA,0.82,GLMPCA,GLMPCA,simulate,out_0.3,kmeans,HOMO
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.3,kmeans,HOMO
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,kmeans,HOMO
scScope,0.02,scScope,scScope,simulate,out_0.3,kmeans,HOMO
scvis,0.01,scvis,scvis,simulate,out_0.3,kmeans,HOMO
EDGE,0.98,EDGE,EDGE,simulate,out_0.3,kmeans,HOMO
TriMap,1.0,TriMap,TriMap,simulate,out_0.3,kmeans,HOMO
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.3,kmeans,HOMO
DRA,0.0,DRA,DRA,simulate,out_0.3,kmeans,HOMO
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.3,kmeans,HOMO
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,kmeans,HOMO
PCA,0.89,PCA,PCA,simulate,out_0.3,kmeans,HOMO
PHATE,1.0,PHATE,PHATE,simulate,out_0.3,kmeans,HOMO
ivis,0.16,IVIS,IVIS,simulate,out_0.3,kmeans,NMI
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,kmeans,NMI
scGBM,0.86,scGBM,scGBM,simulate,out_0.3,kmeans,NMI
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,kmeans,NMI
pCMF,0.0,pCMF,pCMF,simulate,out_0.3,kmeans,NMI
SQuaD_MDS_hybrid,0.87,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,NMI
SCDRHA,0.51,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,NMI
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,kmeans,NMI
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,kmeans,NMI
VAE,0.92,VAE,VAE,simulate,out_0.3,kmeans,NMI
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,kmeans,NMI
ZIFA,0.88,ZIFA,ZIFA,simulate,out_0.3,kmeans,NMI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,NMI
tGPLVM,0.94,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,NMI
SQuaD_MDS,0.37,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,kmeans,NMI
GLMPCA,0.81,GLMPCA,GLMPCA,simulate,out_0.3,kmeans,NMI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.3,kmeans,NMI
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,kmeans,NMI
scScope,0.02,scScope,scScope,simulate,out_0.3,kmeans,NMI
scvis,0.01,scvis,scvis,simulate,out_0.3,kmeans,NMI
EDGE,0.98,EDGE,EDGE,simulate,out_0.3,kmeans,NMI
TriMap,1.0,TriMap,TriMap,simulate,out_0.3,kmeans,NMI
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.3,kmeans,NMI
DRA,0.0,DRA,DRA,simulate,out_0.3,kmeans,NMI
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.3,kmeans,NMI
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,kmeans,NMI
PCA,0.88,PCA,PCA,simulate,out_0.3,kmeans,NMI
PHATE,1.0,PHATE,PHATE,simulate,out_0.3,kmeans,NMI
ivis,0.33,IVIS,IVIS,simulate,out_0.3,kmeans,SIL
scGAE,0.49,scGAE,scGAE,simulate,out_0.3,kmeans,SIL
scGBM,0.55,scGBM,scGBM,simulate,out_0.3,kmeans,SIL
SPDR,0.89,SPDR,SPDR,simulate,out_0.3,kmeans,SIL
pCMF,0.13,pCMF,pCMF,simulate,out_0.3,kmeans,SIL
SQuaD_MDS_hybrid,0.59,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,SIL
SCDRHA,0.46,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,SIL
TSNE,0.85,t-SNE,t-SNE,simulate,out_0.3,kmeans,SIL
UMAP,0.81,UMAP,UMAP,simulate,out_0.3,kmeans,SIL
VAE,0.53,VAE,VAE,simulate,out_0.3,kmeans,SIL
DREAM,0.31,DREAM,DREAM,simulate,out_0.3,kmeans,SIL
ZIFA,0.69,ZIFA,ZIFA,simulate,out_0.3,kmeans,SIL
SSNMDI,0.57,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,SIL
tGPLVM,0.82,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,SIL
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,kmeans,SIL
GLMPCA,0.52,GLMPCA,GLMPCA,simulate,out_0.3,kmeans,SIL
PaCMAP,0.94,PaCMAP,PaCMAP,simulate,out_0.3,kmeans,SIL
ParametricUMAP200,0.91,Parametric UMAP 200,UMAP,simulate,out_0.3,kmeans,SIL
scScope,0.34,scScope,scScope,simulate,out_0.3,kmeans,SIL
scvis,0.5,scvis,scvis,simulate,out_0.3,kmeans,SIL
EDGE,0.64,EDGE,EDGE,simulate,out_0.3,kmeans,SIL
TriMap,0.89,TriMap,TriMap,simulate,out_0.3,kmeans,SIL
ParametricUMAP50,0.9,Parametric UMAP 50,UMAP,simulate,out_0.3,kmeans,SIL
DRA,0.32,DRA,DRA,simulate,out_0.3,kmeans,SIL
SIMLR,0.94,SIMLR,SIMLR,simulate,out_0.3,kmeans,SIL
SAUCIE,0.34,SAUCIE,SAUCIE,simulate,out_0.3,kmeans,SIL
PCA,0.68,PCA,PCA,simulate,out_0.3,kmeans,SIL
PHATE,0.98,PHATE,PHATE,simulate,out_0.3,kmeans,SIL
ivis,0.06,IVIS,IVIS,simulate,out_0.3,louvain,ARI
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,louvain,ARI
scGBM,0.21,scGBM,scGBM,simulate,out_0.3,louvain,ARI
SPDR,0.24,SPDR,SPDR,simulate,out_0.3,louvain,ARI
pCMF,-0.0,pCMF,pCMF,simulate,out_0.3,louvain,ARI
SQuaD_MDS_hybrid,0.24,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,louvain,ARI
SCDRHA,0.18,SCDRHA,SCDRHA,simulate,out_0.3,louvain,ARI
TSNE,0.25,t-SNE,t-SNE,simulate,out_0.3,louvain,ARI
UMAP,0.25,UMAP,UMAP,simulate,out_0.3,louvain,ARI
VAE,0.25,VAE,VAE,simulate,out_0.3,louvain,ARI
DREAM,0.01,DREAM,DREAM,simulate,out_0.3,louvain,ARI
ZIFA,0.24,ZIFA,ZIFA,simulate,out_0.3,louvain,ARI
SSNMDI,-0.0,SSNMDI,SSNMDI,simulate,out_0.3,louvain,ARI
tGPLVM,0.24,tGPLVM,tGPLVM,simulate,out_0.3,louvain,ARI
SQuaD_MDS,0.11,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,louvain,ARI
GLMPCA,0.24,GLMPCA,GLMPCA,simulate,out_0.3,louvain,ARI
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,out_0.3,louvain,ARI
ParametricUMAP200,0.25,Parametric UMAP 200,UMAP,simulate,out_0.3,louvain,ARI
scScope,0.01,scScope,scScope,simulate,out_0.3,louvain,ARI
scvis,0.0,scvis,scvis,simulate,out_0.3,louvain,ARI
EDGE,0.24,EDGE,EDGE,simulate,out_0.3,louvain,ARI
TriMap,0.27,TriMap,TriMap,simulate,out_0.3,louvain,ARI
ParametricUMAP50,0.27,Parametric UMAP 50,UMAP,simulate,out_0.3,louvain,ARI
DRA,0.0,DRA,DRA,simulate,out_0.3,louvain,ARI
SIMLR,0.22,SIMLR,SIMLR,simulate,out_0.3,louvain,ARI
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,out_0.3,louvain,ARI
PCA,0.22,PCA,PCA,simulate,out_0.3,louvain,ARI
PHATE,0.26,PHATE,PHATE,simulate,out_0.3,louvain,ARI
ivis,0.11,IVIS,IVIS,simulate,out_0.3,louvain,COMP
scGAE,0.02,scGAE,scGAE,simulate,out_0.3,louvain,COMP
scGBM,0.42,scGBM,scGBM,simulate,out_0.3,louvain,COMP
SPDR,0.47,SPDR,SPDR,simulate,out_0.3,louvain,COMP
pCMF,0.01,pCMF,pCMF,simulate,out_0.3,louvain,COMP
SQuaD_MDS_hybrid,0.44,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,louvain,COMP
SCDRHA,0.42,SCDRHA,SCDRHA,simulate,out_0.3,louvain,COMP
TSNE,0.47,t-SNE,t-SNE,simulate,out_0.3,louvain,COMP
UMAP,0.47,UMAP,UMAP,simulate,out_0.3,louvain,COMP
VAE,0.46,VAE,VAE,simulate,out_0.3,louvain,COMP
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,louvain,COMP
ZIFA,0.44,ZIFA,ZIFA,simulate,out_0.3,louvain,COMP
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.3,louvain,COMP
tGPLVM,0.45,tGPLVM,tGPLVM,simulate,out_0.3,louvain,COMP
SQuaD_MDS,0.21,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,louvain,COMP
GLMPCA,0.43,GLMPCA,GLMPCA,simulate,out_0.3,louvain,COMP
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,out_0.3,louvain,COMP
ParametricUMAP200,0.47,Parametric UMAP 200,UMAP,simulate,out_0.3,louvain,COMP
scScope,0.02,scScope,scScope,simulate,out_0.3,louvain,COMP
scvis,0.02,scvis,scvis,simulate,out_0.3,louvain,COMP
EDGE,0.46,EDGE,EDGE,simulate,out_0.3,louvain,COMP
TriMap,0.48,TriMap,TriMap,simulate,out_0.3,louvain,COMP
ParametricUMAP50,0.49,Parametric UMAP 50,UMAP,simulate,out_0.3,louvain,COMP
DRA,0.01,DRA,DRA,simulate,out_0.3,louvain,COMP
SIMLR,0.46,SIMLR,SIMLR,simulate,out_0.3,louvain,COMP
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,louvain,COMP
PCA,0.44,PCA,PCA,simulate,out_0.3,louvain,COMP
PHATE,0.48,PHATE,PHATE,simulate,out_0.3,louvain,COMP
ivis,0.25,IVIS,IVIS,simulate,out_0.3,louvain,HOMO
scGAE,0.05,scGAE,scGAE,simulate,out_0.3,louvain,HOMO
scGBM,0.88,scGBM,scGBM,simulate,out_0.3,louvain,HOMO
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,louvain,HOMO
pCMF,0.02,pCMF,pCMF,simulate,out_0.3,louvain,HOMO
SQuaD_MDS_hybrid,0.91,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,louvain,HOMO
SCDRHA,0.97,SCDRHA,SCDRHA,simulate,out_0.3,louvain,HOMO
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,louvain,HOMO
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,louvain,HOMO
VAE,0.97,VAE,VAE,simulate,out_0.3,louvain,HOMO
DREAM,0.04,DREAM,DREAM,simulate,out_0.3,louvain,HOMO
ZIFA,0.91,ZIFA,ZIFA,simulate,out_0.3,louvain,HOMO
SSNMDI,0.02,SSNMDI,SSNMDI,simulate,out_0.3,louvain,HOMO
tGPLVM,0.95,tGPLVM,tGPLVM,simulate,out_0.3,louvain,HOMO
SQuaD_MDS,0.45,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,louvain,HOMO
GLMPCA,0.89,GLMPCA,GLMPCA,simulate,out_0.3,louvain,HOMO
PaCMAP,0.02,PaCMAP,PaCMAP,simulate,out_0.3,louvain,HOMO
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,louvain,HOMO
scScope,0.05,scScope,scScope,simulate,out_0.3,louvain,HOMO
scvis,0.04,scvis,scvis,simulate,out_0.3,louvain,HOMO
EDGE,0.99,EDGE,EDGE,simulate,out_0.3,louvain,HOMO
TriMap,1.0,TriMap,TriMap,simulate,out_0.3,louvain,HOMO
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.3,louvain,HOMO
DRA,0.02,DRA,DRA,simulate,out_0.3,louvain,HOMO
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.3,louvain,HOMO
SAUCIE,0.03,SAUCIE,SAUCIE,simulate,out_0.3,louvain,HOMO
PCA,0.9,PCA,PCA,simulate,out_0.3,louvain,HOMO
PHATE,1.0,PHATE,PHATE,simulate,out_0.3,louvain,HOMO
ivis,0.16,IVIS,IVIS,simulate,out_0.3,louvain,NMI
scGAE,0.03,scGAE,scGAE,simulate,out_0.3,louvain,NMI
scGBM,0.56,scGBM,scGBM,simulate,out_0.3,louvain,NMI
SPDR,0.64,SPDR,SPDR,simulate,out_0.3,louvain,NMI
pCMF,0.01,pCMF,pCMF,simulate,out_0.3,louvain,NMI
SQuaD_MDS_hybrid,0.59,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,louvain,NMI
SCDRHA,0.59,SCDRHA,SCDRHA,simulate,out_0.3,louvain,NMI
TSNE,0.64,t-SNE,t-SNE,simulate,out_0.3,louvain,NMI
UMAP,0.64,UMAP,UMAP,simulate,out_0.3,louvain,NMI
VAE,0.63,VAE,VAE,simulate,out_0.3,louvain,NMI
DREAM,0.03,DREAM,DREAM,simulate,out_0.3,louvain,NMI
ZIFA,0.59,ZIFA,ZIFA,simulate,out_0.3,louvain,NMI
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.3,louvain,NMI
tGPLVM,0.61,tGPLVM,tGPLVM,simulate,out_0.3,louvain,NMI
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,louvain,NMI
GLMPCA,0.58,GLMPCA,GLMPCA,simulate,out_0.3,louvain,NMI
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,out_0.3,louvain,NMI
ParametricUMAP200,0.64,Parametric UMAP 200,UMAP,simulate,out_0.3,louvain,NMI
scScope,0.03,scScope,scScope,simulate,out_0.3,louvain,NMI
scvis,0.02,scvis,scvis,simulate,out_0.3,louvain,NMI
EDGE,0.63,EDGE,EDGE,simulate,out_0.3,louvain,NMI
TriMap,0.65,TriMap,TriMap,simulate,out_0.3,louvain,NMI
ParametricUMAP50,0.65,Parametric UMAP 50,UMAP,simulate,out_0.3,louvain,NMI
DRA,0.01,DRA,DRA,simulate,out_0.3,louvain,NMI
SIMLR,0.63,SIMLR,SIMLR,simulate,out_0.3,louvain,NMI
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.3,louvain,NMI
PCA,0.59,PCA,PCA,simulate,out_0.3,louvain,NMI
PHATE,0.65,PHATE,PHATE,simulate,out_0.3,louvain,NMI
ivis,0.25,IVIS,IVIS,simulate,out_0.3,louvain,SIL
scGAE,0.33,scGAE,scGAE,simulate,out_0.3,louvain,SIL
scGBM,0.21,scGBM,scGBM,simulate,out_0.3,louvain,SIL
SPDR,0.14,SPDR,SPDR,simulate,out_0.3,louvain,SIL
pCMF,-0.44,pCMF,pCMF,simulate,out_0.3,louvain,SIL
SQuaD_MDS_hybrid,0.17,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,louvain,SIL
SCDRHA,0.46,SCDRHA,SCDRHA,simulate,out_0.3,louvain,SIL
TSNE,0.26,t-SNE,t-SNE,simulate,out_0.3,louvain,SIL
UMAP,0.25,UMAP,UMAP,simulate,out_0.3,louvain,SIL
VAE,0.29,VAE,VAE,simulate,out_0.3,louvain,SIL
DREAM,0.21,DREAM,DREAM,simulate,out_0.3,louvain,SIL
ZIFA,0.2,ZIFA,ZIFA,simulate,out_0.3,louvain,SIL
SSNMDI,0.42,SSNMDI,SSNMDI,simulate,out_0.3,louvain,SIL
tGPLVM,0.27,tGPLVM,tGPLVM,simulate,out_0.3,louvain,SIL
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,louvain,SIL
GLMPCA,0.21,GLMPCA,GLMPCA,simulate,out_0.3,louvain,SIL
PaCMAP,0.26,PaCMAP,PaCMAP,simulate,out_0.3,louvain,SIL
ParametricUMAP200,0.31,Parametric UMAP 200,UMAP,simulate,out_0.3,louvain,SIL
scScope,0.25,scScope,scScope,simulate,out_0.3,louvain,SIL
scvis,0.31,scvis,scvis,simulate,out_0.3,louvain,SIL
EDGE,0.28,EDGE,EDGE,simulate,out_0.3,louvain,SIL
TriMap,0.26,TriMap,TriMap,simulate,out_0.3,louvain,SIL
ParametricUMAP50,0.28,Parametric UMAP 50,UMAP,simulate,out_0.3,louvain,SIL
DRA,0.22,DRA,DRA,simulate,out_0.3,louvain,SIL
SIMLR,0.36,SIMLR,SIMLR,simulate,out_0.3,louvain,SIL
SAUCIE,0.25,SAUCIE,SAUCIE,simulate,out_0.3,louvain,SIL
PCA,0.24,PCA,PCA,simulate,out_0.3,louvain,SIL
PHATE,0.22,PHATE,PHATE,simulate,out_0.3,louvain,SIL
ivis,0.15,IVIS,IVIS,simulate,out_0.3,spectral,ARI
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,spectral,ARI
scGBM,0.77,scGBM,scGBM,simulate,out_0.3,spectral,ARI
SPDR,0.64,SPDR,SPDR,simulate,out_0.3,spectral,ARI
pCMF,-0.0,pCMF,pCMF,simulate,out_0.3,spectral,ARI
SQuaD_MDS_hybrid,0.9,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,spectral,ARI
SCDRHA,0.49,SCDRHA,SCDRHA,simulate,out_0.3,spectral,ARI
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,spectral,ARI
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,spectral,ARI
VAE,0.97,VAE,VAE,simulate,out_0.3,spectral,ARI
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,spectral,ARI
ZIFA,0.47,ZIFA,ZIFA,simulate,out_0.3,spectral,ARI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,spectral,ARI
tGPLVM,0.57,tGPLVM,tGPLVM,simulate,out_0.3,spectral,ARI
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,spectral,ARI
GLMPCA,0.71,GLMPCA,GLMPCA,simulate,out_0.3,spectral,ARI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.3,spectral,ARI
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,spectral,ARI
scScope,0.02,scScope,scScope,simulate,out_0.3,spectral,ARI
scvis,0.0,scvis,scvis,simulate,out_0.3,spectral,ARI
EDGE,0.99,EDGE,EDGE,simulate,out_0.3,spectral,ARI
TriMap,0.68,TriMap,TriMap,simulate,out_0.3,spectral,ARI
ParametricUMAP50,0.57,Parametric UMAP 50,UMAP,simulate,out_0.3,spectral,ARI
DRA,0.0,DRA,DRA,simulate,out_0.3,spectral,ARI
SIMLR,0.78,SIMLR,SIMLR,simulate,out_0.3,spectral,ARI
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,spectral,ARI
PCA,0.58,PCA,PCA,simulate,out_0.3,spectral,ARI
PHATE,0.5,PHATE,PHATE,simulate,out_0.3,spectral,ARI
ivis,0.18,IVIS,IVIS,simulate,out_0.3,spectral,COMP
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,spectral,COMP
scGBM,0.85,scGBM,scGBM,simulate,out_0.3,spectral,COMP
SPDR,0.86,SPDR,SPDR,simulate,out_0.3,spectral,COMP
pCMF,0.0,pCMF,pCMF,simulate,out_0.3,spectral,COMP
SQuaD_MDS_hybrid,0.87,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,spectral,COMP
SCDRHA,0.66,SCDRHA,SCDRHA,simulate,out_0.3,spectral,COMP
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,spectral,COMP
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,spectral,COMP
VAE,0.95,VAE,VAE,simulate,out_0.3,spectral,COMP
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,spectral,COMP
ZIFA,0.76,ZIFA,ZIFA,simulate,out_0.3,spectral,COMP
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.3,spectral,COMP
tGPLVM,0.7,tGPLVM,tGPLVM,simulate,out_0.3,spectral,COMP
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,spectral,COMP
GLMPCA,0.77,GLMPCA,GLMPCA,simulate,out_0.3,spectral,COMP
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.3,spectral,COMP
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,spectral,COMP
scScope,0.03,scScope,scScope,simulate,out_0.3,spectral,COMP
scvis,0.01,scvis,scvis,simulate,out_0.3,spectral,COMP
EDGE,0.98,EDGE,EDGE,simulate,out_0.3,spectral,COMP
TriMap,0.86,TriMap,TriMap,simulate,out_0.3,spectral,COMP
ParametricUMAP50,0.75,Parametric UMAP 50,UMAP,simulate,out_0.3,spectral,COMP
DRA,0.0,DRA,DRA,simulate,out_0.3,spectral,COMP
SIMLR,0.87,SIMLR,SIMLR,simulate,out_0.3,spectral,COMP
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,spectral,COMP
PCA,0.78,PCA,PCA,simulate,out_0.3,spectral,COMP
PHATE,0.74,PHATE,PHATE,simulate,out_0.3,spectral,COMP
ivis,0.18,IVIS,IVIS,simulate,out_0.3,spectral,HOMO
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,spectral,HOMO
scGBM,0.87,scGBM,scGBM,simulate,out_0.3,spectral,HOMO
SPDR,0.81,SPDR,SPDR,simulate,out_0.3,spectral,HOMO
pCMF,0.0,pCMF,pCMF,simulate,out_0.3,spectral,HOMO
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,spectral,HOMO
SCDRHA,0.66,SCDRHA,SCDRHA,simulate,out_0.3,spectral,HOMO
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,spectral,HOMO
