dimension,median,q25,q75,n,metric,panel,method,median_ari,median_ari_2d,median_ari_50d,delta_50d_minus_2d,dataset_or_summary,pca50_minus_direct_ari,hvg_requested,source,work_package,dataset_id,seed,runtime_seconds,records,methods,median_sensitivity,family
2,0.01888014792772615,0.0002679981311362,0.07437948661339065,42.0,ARI,a,,,,,,,,,,,,,,,,,
5,0.0316193950564531,0.00018092774055140665,0.3949905683860834,42.0,ARI,a,,,,,,,,,,,,,,,,,
10,0.0569322290202622,0.0005698520964991999,0.7355931041228646,42.0,ARI,a,,,,,,,,,,,,,,,,,
20,0.09563245276317145,0.00017919870280243703,0.8110992514832337,42.0,ARI,a,,,,,,,,,,,,,,,,,
50,0.20604122363054264,0.0002078293720593583,0.8967541992338468,42.0,ARI,a,,,,,,,,,,,,,,,,,
2,0.5626371237315597,0.5221309456809073,0.7653838684232968,42.0,Trustworthiness,a,,,,,,,,,,,,,,,,,
5,0.6502823356357124,0.5758127526221539,0.801602331063384,42.0,Trustworthiness,a,,,,,,,,,,,,,,,,,
10,0.6870131065063528,0.6296158800204656,0.8202027588615332,42.0,Trustworthiness,a,,,,,,,,,,,,,,,,,
20,0.7056746653022938,0.6523824166453484,0.8296405447878471,42.0,Trustworthiness,a,,,,,,,,,,,,,,,,,
50,0.7229053850089537,0.6760778992922316,0.8454259909202025,42.0,Trustworthiness,a,,,,,,,,,,,,,,,,,
2,,,,,,b,PCA,0.7584362057003406,,,,,,,,,,,,,,,
2,,,,,,b,scGBM,0.6403619067897084,,,,,,,,,,,,,,,
2,,,,,,b,scVI,0.04244330048617935,,,,,,,,,,,,,,,
2,,,,,,b,GLMPCA,0.0070230241168056,,,,,,,,,,,,,,,
2,,,,,,b,SAUCIE,0.0026727642409573498,,,,,,,,,,,,,,,
2,,,,,,b,pCMF,-0.0001359798539076,,,,,,,,,,,,,,,
5,,,,,,b,PCA,1.0,,,,,,,,,,,,,,,
5,,,,,,b,scGBM,0.9478059044297746,,,,,,,,,,,,,,,
5,,,,,,b,scVI,0.25766404133870424,,,,,,,,,,,,,,,
5,,,,,,b,GLMPCA,0.01124620065740955,,,,,,,,,,,,,,,
5,,,,,,b,SAUCIE,0.00360508910284355,,,,,,,,,,,,,,,
5,,,,,,b,pCMF,-0.0003248664604163,,,,,,,,,,,,,,,
10,,,,,,b,PCA,1.0,,,,,,,,,,,,,,,
10,,,,,,b,scGBM,0.9907497950232238,,,,,,,,,,,,,,,
10,,,,,,b,scVI,0.6791359999067048,,,,,,,,,,,,,,,
10,,,,,,b,GLMPCA,0.01977590815176205,,,,,,,,,,,,,,,
10,,,,,,b,SAUCIE,0.0042122920164536,,,,,,,,,,,,,,,
10,,,,,,b,pCMF,0.0003231562995225,,,,,,,,,,,,,,,
20,,,,,,b,PCA,1.0,,,,,,,,,,,,,,,
20,,,,,,b,scGBM,0.979772642957419,,,,,,,,,,,,,,,
20,,,,,,b,scVI,0.750149419214142,,,,,,,,,,,,,,,
20,,,,,,b,GLMPCA,0.0584855898928085,,,,,,,,,,,,,,,
20,,,,,,b,SAUCIE,0.0036456588200717,,,,,,,,,,,,,,,
20,,,,,,b,pCMF,-0.00015267086409165,,,,,,,,,,,,,,,
50,,,,,,b,PCA,1.0,,,,,,,,,,,,,,,
50,,,,,,b,scGBM,0.4576393446316701,,,,,,,,,,,,,,,
50,,,,,,b,scVI,0.8774377236440094,,,,,,,,,,,,,,,
50,,,,,,b,GLMPCA,0.20297696060107073,,,,,,,,,,,,,,,
50,,,,,,b,SAUCIE,0.006283599695908901,,,,,,,,,,,,,,,
50,,,,,,b,pCMF,-0.00024066095964125,,,,,,,,,,,,,,,
,,,,,,c,PCA,,0.7584362057003406,1.0,0.24156379429965935,,,,,,,,,,,,
,,,,,,c,scGBM,,0.6403619067897084,0.4576393446316701,-0.18272256215803828,,,,,,,,,,,,
,,,,,,c,scVI,,0.04244330048617935,0.8774377236440094,0.83499442315783,,,,,,,,,,,,
,,,,,,c,GLMPCA,,0.0070230241168056,0.20297696060107073,0.19595393648426512,,,,,,,,,,,,
,,,,,,c,SAUCIE,,0.0026727642409573498,0.006283599695908901,0.003610835454951551,,,,,,,,,,,,
,,,,,,c,pCMF,,-0.0001359798539076,-0.00024066095964125,-0.00010468110573365,,,,,,,,,,,,
,,,,,,d,UMAP,,,,,dropout 0,0.5856837818741087,,,,,,,,,,
,,,,,,d,t-SNE,,,,,dropout 0,0.5285417551281215,,,,,,,,,,
,,,,,,d,PHATE,,,,,dropout 0,0.02171045970093044,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,dropout 0,0.0054058201179938425,,,,,,,,,,
,,,,,,d,UMAP,,,,,15 types,0.9528351981024558,,,,,,,,,,
,,,,,,d,t-SNE,,,,,15 types,0.507034883180328,,,,,,,,,,
,,,,,,d,PHATE,,,,,15 types,0.004652929277455087,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,15 types,0.0006568872859568087,,,,,,,,,,
,,,,,,d,UMAP,,,,,batch 1,0.2882619059933697,,,,,,,,,,
,,,,,,d,t-SNE,,,,,batch 1,0.1982874182908082,,,,,,,,,,
,,,,,,d,PHATE,,,,,batch 1,0.1107705160689019,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,batch 1,0.0928662868409735,,,,,,,,,,
,,,,,,d,UMAP,,,,,50k genes,0.28708851824511494,,,,,,,,,,
,,,,,,d,t-SNE,,,,,50k genes,0.3075968271154169,,,,,,,,,,
,,,,,,d,PHATE,,,,,50k genes,0.003458572347272537,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,50k genes,-0.002274367725662807,,,,,,,,,,
,,,,,,d,UMAP,,,,,11 types,0.8856729821866212,,,,,,,,,,
,,,,,,d,t-SNE,,,,,11 types,0.1975126718267638,,,,,,,,,,
,,,,,,d,PHATE,,,,,11 types,0.04969964112642766,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,11 types,-0.002237696645604026,,,,,,,,,,
,,,,,,d,UMAP,,,,,7 types,0.06757686783354644,,,,,,,,,,
,,,,,,d,t-SNE,,,,,7 types,0.06922340312623165,,,,,,,,,,
,,,,,,d,PHATE,,,,,7 types,0.0033449455913994175,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,7 types,-0.0012504261678866202,,,,,,,,,,
,,,,,,d,UMAP,,,,,5k genes,0.6949983697388857,,,,,,,,,,
,,,,,,d,t-SNE,,,,,5k genes,0.029308748121463224,,,,,,,,,,
,,,,,,d,PHATE,,,,,5k genes,0.000682223014805361,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,5k genes,-0.007703951951964827,,,,,,,,,,
,,,,,,d,UMAP,,,,,default,0.019748705290681623,,,,,,,,,,
,,,,,,d,t-SNE,,,,,default,0.015286690736060815,,,,,,,,,,
,,,,,,d,PHATE,,,,,default,-0.0006121202008684268,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,default,-0.0031925700871727747,,,,,,,,,,
,,,,,,d,UMAP,,,,,median,0.43697284393373925,,,,,,,,,,
,,,,,,d,t-SNE,,,,,median,0.197900045058786,,,,,,,,,,
,,,,,,d,PHATE,,,,,median,0.004055750812363812,,,,,,,,,,
,,,,,,d,PaCMAP,,,,,median,-0.001744061406745323,,,,,,,,,,
,,,,,,e,PCA,0.7229032999924364,,,,,,500,,,,,,,,,
,,,,,,e,scGBM,0.7830434003035069,,,,,,500,,,,,,,,,
,,,,,,e,scVI,0.37106070230685545,,,,,,500,,,,,,,,,
,,,,,,e,GLMPCA,0.058121581801981,,,,,,500,,,,,,,,,
,,,,,,e,UMAP,0.6815472251413975,,,,,,500,,,,,,,,,
,,,,,,e,t-SNE,0.546012239452136,,,,,,500,,,,,,,,,
,,,,,,e,PCA,0.981694417203756,,,,,,1000,,,,,,,,,
,,,,,,e,scGBM,0.9371434878864819,,,,,,1000,,,,,,,,,
,,,,,,e,scVI,0.43614058810651557,,,,,,1000,,,,,,,,,
,,,,,,e,GLMPCA,0.13749486766179775,,,,,,1000,,,,,,,,,
,,,,,,e,UMAP,0.9269579447091176,,,,,,1000,,,,,,,,,
,,,,,,e,t-SNE,0.9011255130738995,,,,,,1000,,,,,,,,,
,,,,,,e,PCA,0.9989813108255912,,,,,,2000,,,,,,,,,
,,,,,,e,scGBM,0.9095083351475183,,,,,,2000,,,,,,,,,
,,,,,,e,scVI,0.6452822419678135,,,,,,2000,,,,,,,,,
,,,,,,e,GLMPCA,0.0941524388273888,,,,,,2000,,,,,,,,,
,,,,,,e,UMAP,0.9938003174363874,,,,,,2000,,,,,,,,,
,,,,,,e,t-SNE,0.9890296804051377,,,,,,2000,,,,,,,,,
,,,,,,e,PCA,1.0,,,,,,3000,,,,,,,,,
,,,,,,e,scGBM,0.979772642957419,,,,,,3000,,,,,,,,,
,,,,,,e,scVI,0.7481643028441018,,,,,,3000,,,,,,,,,
,,,,,,e,GLMPCA,0.027784187123002402,,,,,,3000,,,,,,,,,
,,,,,,e,UMAP,1.0,,,,,,3000,,,,,,,,,
,,,,,,e,t-SNE,1.0,,,,,,3000,,,,,,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,0.0,11.776190996170044,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,1.0,11.348794221878052,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,2.0,11.080135583877563,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,0.0,11.495447874069214,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,1.0,11.162031888961792,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,2.0,11.042961597442629,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,0.0,11.22153377532959,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,1.0,11.18135380744934,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,2.0,11.704265356063845,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,0.0,11.351761817932127,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,1.0,11.173397302627563,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,2.0,11.237035036087036,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,0.0,11.29883623123169,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,1.0,11.687365055084229,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,default,2.0,11.633833408355711,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,0.0,11.360024213790894,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,1.0,11.4533953666687,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,2.0,11.278473377227783,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,0.0,11.234334468841553,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,1.0,11.153053998947144,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,2.0,10.941205263137816,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,0.0,11.266916036605837,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,1.0,10.894822359085085,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,2.0,11.010151863098145,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,0.0,11.068583726882936,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,1.0,10.757355451583862,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,2.0,11.277416944503784,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,0.0,11.377150535583496,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,1.0,11.111038208007812,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_7,2.0,11.449679374694824,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,0.0,11.263659238815308,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,1.0,11.131956815719604,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,2.0,10.936314344406128,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,0.0,10.955814123153688,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,1.0,11.376818895339966,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,2.0,11.254981517791748,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,0.0,11.134673357009888,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,1.0,11.33718991279602,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,2.0,11.462984800338743,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,0.0,13.83955430984497,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,1.0,17.32054090499878,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,2.0,18.75624632835388,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,0.0,18.33203077316284,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,1.0,16.907621145248413,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_11,2.0,11.475603580474854,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,0.0,11.037426710128784,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,1.0,11.201677799224854,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,2.0,11.324715375900269,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,0.0,11.211285591125488,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,1.0,11.347704648971558,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,2.0,11.556303262710571,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,0.0,11.455483198165894,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,1.0,10.739529609680176,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,2.0,11.34933876991272,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,0.0,11.34435510635376,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,1.0,11.402583360671995,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,2.0,11.195108652114868,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,0.0,11.846994400024414,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,1.0,11.3247652053833,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,celltype_15,2.0,11.620352983474731,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,0.0,11.337135314941406,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,1.0,11.340956926345823,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,2.0,11.231960773468018,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,0.0,11.397860050201416,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,1.0,10.98138952255249,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,2.0,10.880648612976074,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,0.0,11.382285356521606,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,1.0,11.128441333770752,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,2.0,10.965211391448976,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,0.0,10.902674913406372,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,1.0,11.533573627471924,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,2.0,11.2193124294281,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,0.0,11.199163436889648,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,1.0,11.532982110977173,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_0,2.0,11.3625168800354,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,0.0,11.093255758285522,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,1.0,11.340808153152466,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,2.0,11.010261058807371,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,0.0,10.957842826843262,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,1.0,11.365145206451416,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,2.0,10.462505340576172,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,0.0,11.20966625213623,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,1.0,11.197003364562988,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,2.0,10.89083170890808,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,0.0,11.144323587417604,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,1.0,10.990087270736694,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,2.0,10.92702317237854,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,0.0,11.123973846435549,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,1.0,11.22447919845581,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,dropout_2,2.0,11.32278037071228,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,0.0,11.359362125396729,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,1.0,11.283589124679564,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,2.0,11.917245864868164,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,0.0,11.624410390853882,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,1.0,11.41409707069397,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,2.0,11.38569188117981,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,0.0,11.439480781555176,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,1.0,10.988725185394289,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,2.0,11.442996740341188,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,0.0,11.368667840957642,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,1.0,11.320165872573853,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,2.0,11.221104621887209,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,0.0,11.722506046295166,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,1.0,11.436885356903076,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_0.2,2.0,11.613221645355225,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,0.0,11.419896602630615,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,1.0,10.86912488937378,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,2.0,11.2125825881958,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,0.0,11.189039707183838,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,1.0,10.984483480453491,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,2.0,10.735790252685549,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,0.0,11.718225717544556,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,1.0,11.040719509124756,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,2.0,11.130346059799194,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,0.0,11.102096796035768,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,1.0,11.12125039100647,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,2.0,11.475329399108888,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,0.0,11.094819784164429,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,1.0,11.56608247756958,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,batch_1.0,2.0,11.333298683166504,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,0.0,11.26980209350586,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,1.0,11.57987904548645,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,2.0,11.251975774765016,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,0.0,11.11396622657776,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,1.0,11.47171688079834,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,2.0,11.441307306289673,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,0.0,11.473785877227783,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,1.0,11.349714994430542,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,2.0,11.390432834625244,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,0.0,11.330560207366943,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,1.0,11.326323509216309,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,2.0,11.65561819076538,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,0.0,11.52713918685913,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,1.0,11.285032510757446,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5k,2.0,11.296269178390505,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,0.0,11.194408655166626,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,1.0,11.053529977798462,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,2.0,10.840243339538574,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,0.0,11.252058744430542,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,1.0,11.23579239845276,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,2.0,11.041177749633787,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,0.0,11.244914531707764,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,1.0,11.283455610275269,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,2.0,11.120140552520752,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,0.0,11.463371276855469,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,1.0,11.2593252658844,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,2.0,11.150748491287231,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,0.0,11.342050075531006,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,1.0,11.254790544509888,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,gene_5w,2.0,11.39531636238098,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,0.0,4.0666913986206055,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,1.0,4.023099184036255,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,2.0,4.117918968200684,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,0.0,4.110008716583252,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,1.0,4.070425271987915,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,2.0,4.1063666343688965,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,0.0,4.152841806411743,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,1.0,4.12276816368103,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,2.0,4.083687782287598,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,0.0,4.16883659362793,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,1.0,4.147393465042114,,,,
20,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,2.0,4.155287981033325,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,0.0,4.208469867706299,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,1.0,4.186647415161133,,,,
50,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_1000,2.0,4.201397180557251,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,0.0,10.66971230506897,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,1.0,10.592982053756714,,,,
2,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,2.0,10.652075052261353,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,0.0,10.616613149642944,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,1.0,10.972070693969728,,,,
5,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,2.0,10.688882827758787,,,,
10,,,,,,f,scVI,,,,,,,,scvi,scVI reference analysis,cell_5000,0.0,10.857764720916748,,,,
